"","industry_name","adj_r_2","(Intercept).Estimate","(Intercept).Std. Error","(Intercept).t value","(Intercept).Pr(>|t|)","curr_ind.Estimate","curr_ind.Std. Error","curr_ind.t value","curr_ind.Pr(>|t|)"
"36","Recreation/Live Entertainment",0.256839513212214,0.414255401107311,0.0381114105977051,10.8695898317722,1.78013819937439e-06,0.182312200927308,0.0863656433515274,2.11093432356263,0.0639726474633295
"37","US Postal Service unions & associations",0.251378880261238,0.114962058670641,0.180512207329726,0.636865840661123,0.540071180265887,0.442046573337857,0.211753111818177,2.08755644506147,0.0664461334420422
"38","Defense Electronics",0.248505388345053,0.373599088692572,0.0577338277044906,6.47106044319167,0.000115271445081751,0.286718177215892,0.138158338945864,2.07528680066312,0.0677809551234484
"39","Railroads",0.246701116074191,0.401859586257791,0.044626358441139,9.00498271190631,8.49947806502665e-06,0.250130888857558,0.12097681460202,2.06759361023366,0.0686310276555791
"40","Alternate energy production & services",0.242455908164503,0.34429283687209,0.0725147370715215,4.74790160974469,0.00104726631480951,0.258223754719755,0.125992014826515,2.04952476611567,0.0706680664892701
"41","Telephone Utilities",0.238107826150409,0.259841354255989,0.114411238540292,2.27111739695468,0.0492729724634483,0.557141186889186,0.274310147331649,2.03106298585296,0.0728092739629625
"42","Chemical & Related Manufacturing",0.222218103245156,0.398837777640556,0.048367481712263,8.24599014712473,1.73637977289603e-05,0.299503334177289,0.152500979336883,1.96394367747416,0.0811284499044247
"43","Securities & Investment",0.213983686364618,0.306926459980748,0.096140951986172,3.19246329103224,0.0109631266498196,0.414085068418646,0.214624395975672,1.92934762395596,0.0857621438946982
"44","Special Trade Contractors",0.213645750399131,0.403407359865252,0.0469354050767542,8.59494786942936,1.24241651168381e-05,0.295577049609965,0.153313149810155,1.92793018717555,0.0859572368739599
"45","Energy & Natural Resources",0.21150058743423,0.385695541544793,0.0561328425690017,6.8711207894144,7.29864953236205e-05,0.356808307293493,0.185940645220053,1.91893658791614,0.0872049082828448
"46","Book, newspaper & periodical publishing",0.20761076329444,0.413336277184638,0.042494709288825,9.72677032275485,4.50404779488718e-06,0.185356007882524,0.097420142605367,1.90264562261391,0.0895085990381226
"47","Food & Beverage",0.205037404754276,0.399301320264756,0.0498967132821858,8.00255756339197,2.20783599109488e-05,0.409927155030625,0.216677196292165,1.89187954268101,0.0910623817300825
"48","Non-Profit Institutions",0.200419105346587,0.3809579656953,0.0599576899930973,6.35377990278075,0.000132283657213874,0.214064322060292,0.114315244844376,1.87257895787837,0.0939116046085135
"49","Clothing & accessories",0.19940508036411,0.451673461188412,0.0241529655025919,18.7005384966058,1.64070626333193e-08,0.130284494515455,0.0697325853565476,1.86834453145974,0.0945478094683564
"50","Airlines",0.196907233379612,0.342078548016608,0.081042564793416,4.22097386587645,0.00223622904494133,0.34959643355191,0.188165632538829,1.85791862645145,0.0961315325751638
"51","Crop Production & Basic Processing",0.196433268684332,0.356776397781663,0.0733020206071896,4.86721095580099,0.000886933251968426,0.286222462579616,0.154219587022604,1.85594105201218,0.0964347230442431
"52","Steel Production",0.194092188418708,0.405048391847432,0.0480600497603862,8.42796447084196,1.45624559677748e-05,0.222903765042511,0.120738067369714,1.8461763543055,0.0979449614197332
"53","TV/Movies/Music",0.193871539931085,0.295361704782814,0.106702272042218,2.76809199213632,0.0218214798499012,0.399358138644034,0.2164242116312,1.84525629380397,0.0980883959848422
"54","Restaurants & drinking establishments",0.188325086116016,0.421375890822795,0.0400369346399215,10.524679139712,2.33413179053746e-06,0.419174493991482,0.230044845389512,1.82214251869776,0.101756811906278
"55","Commercial TV & radio stations",0.181997392608587,0.387321565415529,0.058975109946719,6.56754291370468,0.000103060136375632,0.232043750875614,0.129214650447213,1.79580063152675,0.106093309265161
"56","Health",0.17932760809307,0.353367071693878,0.0780603001639546,4.52684746217578,0.00143265622112877,0.315637178083593,0.176857936119358,1.78469332510233,0.107972798806366
"57","Sugar cane & sugar beets",0.177440618654145,0.310929293198024,0.102068004869162,3.04629539488494,0.0138758215558291,0.324820176530588,0.182807299115634,1.77684467798589,0.109319446886369
"58","Misc Business",0.169328292781628,0.392718065586359,0.0576725737503519,6.8094423405885,7.8217657112244e-05,0.286888857681806,0.164584001932539,1.74311509206951,0.115285350375542
"59","Health Services/HMOs",0.164133224817316,0.371130293619951,0.0706891086003341,5.2501764553047,0.000527573570446134,0.293260647162028,0.170349894910818,1.72151938993304,0.119261122532416
"60","Lodging/Tourism",0.158483497754083,0.414843135080043,0.0464766567217893,8.92583856802151,9.13552454312347e-06,0.20193102008129,0.11892071215331,1.69803069982431,0.123727963102642
"61","Air Transport",0.156781652645973,0.361552283997793,0.0775280300601205,4.66350407352567,0.00117936789505188,0.345025656967883,0.204042045784476,1.69095372300042,0.125103494349734
"62","Food and kindred products manufacturing",0.155883496216397,0.41779566586069,0.0450714086973334,9.26963851221737,6.70202557753557e-06,0.291547512358378,0.172797731328388,1.68721840337311,0.125835135193826
"63","Indian Gaming",0.154465697503036,0.329335311012635,0.0969379376281331,3.39738309964887,0.00790604166496052,0.273006665905639,0.162376261519392,1.68132129260185,0.126998158749165
"64","Electronics Mfg & Equip",0.153455769361115,0.368228635452993,0.0742257439289431,4.96092886324589,0.000779530604477476,0.281253087863319,0.167700027327045,1.67712010752882,0.127832681719784
"65","Gun Rights",0.143409528096934,0.460111804421856,0.0225135854760227,20.4370736465714,7.50274391188667e-09,0.279178411070373,0.170720507639711,1.63529510853818,0.136416849602072
"66","Automotive",0.142972722131056,0.364018981729529,0.078713393275781,4.62461299888506,0.00124616323847025,0.410856671516182,0.251523110341117,1.63347483640361,0.136802034761216
"67","Food stores",0.14087905980813,0.426694242364805,0.0414482268667173,10.294631993231,2.80852106036692e-06,0.229302039617612,0.141130868718701,1.62474759561391,0.138662478986963
"68","Hedge Funds",0.140405553079726,0.37309566587801,0.0737017189316587,5.0622383207096,0.000678976188686376,0.273182584968372,0.16834304321882,1.6227732357985,0.139086521707586
"69","Building Materials & Equipment",0.135987310909595,0.40025007466836,0.0579029017517244,6.91243551807731,6.96967965361489e-05,0.365647103735174,0.22791135197747,1.60433914573645,0.143102460484842
"70","Venture capital",0.133598102461498,0.409118993872412,0.0528281104100878,7.74434275041359,2.86652699417894e-05,0.200787940458251,0.125936293462459,1.59436120389,0.145319422668715
"71","Poultry & Eggs",0.132074010805735,0.415969830121964,0.0488447352830811,8.51616510379674,1.33866249839097e-05,0.219819090308364,0.138425785774661,1.58799236051439,0.146750559769769
"72","Advertising & public relations services",0.13196557327938,0.434285586784048,0.0378039484895789,11.4878366978985,1.11547989995943e-06,0.117259747584421,0.0738625884862913,1.58753910453848,0.146852890482162
"73","Auto manufacturers",0.126003782257267,0.409622373206046,0.0535433446424204,7.65029483947324,3.15774008633308e-05,0.204767019054028,0.131043086395735,1.56259307290471,0.152584325864289
"74","Professional sports, arenas & related equip & svcs",0.125308071488934,0.435754509842022,0.0375327823976842,11.6099708576071,1.01977311324703e-06,0.11374381612452,0.0729277380982785,1.55967837602803,0.153266851325992
"75","Misc Manufacturing & Distributing",0.125001741644433,0.405962566481569,0.0559696543163585,7.25326199420382,4.79940244113981e-05,0.230788113130485,0.148093487924272,1.55839474351835,0.153568297587846
"76","Payday lenders",0.123181578820315,0.433566415479684,0.0390660137450863,11.0983019232214,1.49350190790721e-06,0.156727690820272,0.101064805273992,1.55076428827399,0.155371144883782
"77","Food Processing & Sales",0.120984147278455,0.422051320860206,0.0464303424343474,9.08998940632384,7.87009419264352e-06,0.259572007274154,0.168384387114071,1.54154438973197,0.15757462845249
"78","Democratic/Liberal",0.117491457189005,6.71331685574062,4.07520288947043,1.6473576991925,0.133888999589823,-6.25144533499511,4.094285182014,-1.526871006069,0.161138678627074
"79","Internet",0.116706985466349,0.349351393913538,0.0938191565285531,3.72366803156257,0.00474365199161143,0.299832139786264,0.196795524651903,1.52357194258668,0.161949758940451
"80","Casinos/Gambling",0.104066536437247,0.375162049430468,0.0797985916521149,4.70136178675936,0.00111802424297886,0.232594201020395,0.158203806770682,1.47021873726175,0.175575862546297
"81","Hospitals/Nursing Homes",0.103919544209628,0.361953247767698,0.0887201709780101,4.07971765358084,0.00275917876157845,0.269505765489493,0.183387664227096,1.4695959328854,0.175740687105932
"82","Nutritional & dietary supplements",0.103037042105658,0.438760794523444,0.0377898788309944,11.6105372151546,1.01935098945883e-06,0.116658558983097,0.0795839407409788,1.4658555218167,0.176733430885803
"83","Meat processing & products",0.102932498371885,0.431210257104067,0.0426968586956643,10.0993438458238,3.29540164659337e-06,0.236473753438335,0.161370118853293,1.46541227780418,0.176851396466042
"84","Industrial Unions",0.102082603301439,-0.996343885066455,1.01757073434034,-0.979139681834846,0.3530957146949,1.52782624539442,1.04516222865456,1.46180774955979,0.177813266096666
"85","Leadership PACs",0.101046695472945,0.377665835358416,0.0787893660984137,4.79336050104381,0.000982776224519873,0.283847828970152,0.194761620925435,1.45741151476052,0.178992578883418
"86","Nurses",0.0895310995893082,0.339551357408434,0.108299684784539,3.13529405079957,0.0120187670107626,0.241254098150305,0.17130689777384,1.40831514250412,0.192631853221884
"87","Credit Unions",0.0892632893964169,0.282249977002043,0.148907338182315,1.89547392658694,0.0905408297279082,0.426215705077391,0.302888997013505,1.40716800306347,0.192960988561881
"88","Gun Control",0.0886654911122158,-0.00172604583058845,0.351045186309162,-0.0049168765102175,0.996184177626191,0.501907159733508,0.357329385813443,1.40460644900766,0.193697693948452
"89","Computer software",0.0871247832659331,0.393533975128883,0.0708754540618036,5.55247201359331,0.000355297344804258,0.225334300310636,0.161183510885191,1.39799846195892,0.195609341482644
"90","Insurance",0.0857694577529154,0.368464342492111,0.0889434481951431,4.14268110770447,0.00251159173898177,0.314955515108964,0.226232189174131,1.39217816995327,0.197306520636582
"91","Transportation Unions",0.077921288695498,0.248363177254884,0.179104680977931,1.38669283180536,0.198917577983979,0.302549354792354,0.222736222574421,1.35833027648327,0.207428424096308
"92","Agricultural Services/Products",0.0762911848739531,0.415468552608417,0.0573446424436729,7.24511540928192,4.84166195066224e-05,0.232299698964094,0.171912510560711,1.35126697996803,0.209595534318962
"93","Coal mining",0.0759093739226099,0.46503925438284,0.0230664088344015,20.1608866695052,8.45995474091059e-09,0.175705047368493,0.130189415012892,1.34961085239605,0.210106429020764
"94","Real Estate",0.0724582176574224,0.352909961786889,0.104273589229013,3.38446163018137,0.00806966253500085,0.311946630119291,0.233736063104755,1.33461061154044,0.214782089864503
"95","Dentists",0.0717218951135975,0.368013421647423,0.0932721736271462,3.94558642021735,0.00337722922703974,0.316127179325555,0.237439153329296,1.33140290846274,0.21579328970087
"96","Beer, Wine & Liquor",0.0713872418930667,0.41474312308258,0.058759126068006,7.05836098723745,5.93126173222607e-05,0.181161637542863,0.136217476750047,1.32994415889296,0.216254475654094
"97","Finance, Insurance & Real Estate",0.0698477121204426,0.35151155024671,0.106208715170518,3.3096300024189,0.00908927076003233,0.347705745763334,0.262771197521208,1.32322624794246,0.218389100736011
"98","Retail Sales",0.060611180990311,0.417134151924927,0.0590196971957162,7.0677108108783,5.87074974825478e-05,0.21847015036257,0.170325709968209,1.28266102870405,0.231658398864538
"99","Livestock",0.0603159660373237,0.444835259755781,0.0382595571854146,11.6267749153501,1.0073302326699e-06,0.195496604360866,0.152570010954059,1.28135669086196,0.232095993114154
"100","Vegetables, fruits and tree nut",0.0589995902749194,0.411799179376778,0.0634267827008215,6.49251249774402,0.000112425878508426,0.201837671808711,0.158237736474497,1.27553437192424,0.234057727339703
"101","Mining",0.0561567759803376,0.452690434293862,0.0329598592629637,13.7345985212546,2.41933101065348e-07,0.203300451556673,0.160975852681322,1.26292514169277,0.238353427846701
"102","Misc Unions",0.046163518555272,-0.107555591355256,0.491548949409385,-0.218809523414684,0.831679829479497,0.625319458126322,0.51332015530877,1.21818606119252,0.254123501233467
"103","Funeral services",0.0376779407925295,0.575613863494287,0.0728579377687914,7.90049624134229,2.44592058521195e-05,-0.213454422972446,0.180950020182244,-1.17963193791007,0.268387553775484
"104","Health Professionals",0.036547039551119,0.39504006044899,0.0827578144309874,4.77344723474322,0.00101048494874818,0.212274366470655,0.180743564986995,1.17445047897516,0.270352922782595
"105","Misc Services",0.0333939647578841,0.427742808985232,0.0560880174114609,7.62627792398716,3.23720388663728e-05,0.171911914263262,0.148206728771411,1.15994675605055,0.275915846757979
"106","Architectural services",0.032825242665953,0.386213567733822,0.0914992680490554,4.22094707388,0.00223631757838451,0.197047961247311,0.170262073969038,1.15732151414498,0.276932491322294
"107","Oil & Gas",0.0306194967831523,0.434914343599061,0.0506213987035122,8.59151178627718,1.24645187340548e-05,0.304785039487838,0.265697645772826,1.14711230730449,0.280914557646209
"108","Motion Picture production & distribution",0.0276739251180499,0.38681877440889,0.0928673309454281,4.16528364141527,0.00242857082811246,0.190673766469612,0.168230344936739,1.13340887781757,0.286331038838112
"109","Printing & Publishing",0.021420734654935,0.444066602553948,0.0445025188456601,9.9784599629972,3.64303043438673e-06,0.136885398577161,0.123986314757595,1.10403635146979,0.298219239016234
"110","Environment",0.0127776568736188,0.74921319807236,0.243287177570367,3.07954247960997,0.0131496801716558,-0.287984588582696,0.270981419475034,-1.06274662351611,0.315579828157802
"111","Home Builders",0.00650095066490608,0.444202734087806,0.0472418322009896,9.40274145587648,5.95976287367175e-06,0.155940785379575,0.151076271719074,1.03219905816544,0.328917817682509
"112","Foreign & Defense Policy",0.00601599721706225,0.4172077476944,0.0728889519834898,5.72388182764518,0.000285551230305554,0.114295644648058,0.110986310256275,1.02981750077231,0.329975467231036
"113","Education",8.65173329677171e-05,0.443949367861058,0.0488824950185512,9.08197029821365,7.92721963998239e-06,0.11394606213145,0.113896798286304,1.00043253055298,0.343238226917474
"114","Pro-Israel",-0.0040266593969942,0.341872429726185,0.152821715485579,2.23706708591716,0.0520921800730789,0.267041958540637,0.272563478681522,0.97974225979359,0.352813888404534
"115","Dairy",-0.00896112201552302,0.418478961309211,0.0771592133619015,5.42357734191004,0.000419873941889842,0.189676551861137,0.198705754752553,0.954559932586454,0.364734211273031
"116","Teachers unions",-0.0153424420689003,-0.327206337543067,0.888186596955807,-0.368398193200102,0.721092572021788,0.84920184509074,0.921688605888186,0.921354391999244,0.38089983648624
"117","Unknown",-0.0193939965537149,0.445807885334928,0.0519986369573482,8.57345329456619,1.26789809693744e-05,0.106657942851688,0.11852713652534,0.89986095993204,0.391635452122074
"118","For-profit Education",-0.0240368872770775,0.456268229466916,0.0419288589860152,10.8819615057757,1.76316746661389e-06,0.0858550310018253,0.0981425841728593,0.874798964439414,0.404423433640897
"119","Farm bureaus",-0.033785220464756,0.457383140531114,0.0431564799412976,10.5982494668994,2.20164864965348e-06,0.153348242219588,0.186900404570395,0.820481060873412,0.433134900021916
"120","Misc Finance",-0.0472025973544254,0.418199019678595,0.0992049363787897,4.2155061526556,0.00225437455914357,0.208763558822939,0.281688705151289,0.74111441106883,0.477514799300524
"121","Accountants",-0.0512263338308299,0.433269052430143,0.081804652913654,5.29638641566592,0.000496222514196154,0.157159421693045,0.21948713206781,0.716030230166253,0.492131808015004
"122","Ideological/Single-Issue",-0.0600530626916336,0.406860722644018,0.128569388086835,3.16452250958234,0.0114665163628865,0.181877513675835,0.276241835508854,0.658399598818209,0.526763378056533
"123","Air transport unions",-0.0659330365775275,0.43459418450317,0.0923976081944436,4.70352201745959,0.0011146287171634,0.0783729039139004,0.126895372967531,0.61761829514425,0.552131630634097
"124","Recorded Music & music production",-0.0727212441117799,0.422920930289585,0.120797981230857,3.50105958709147,0.00671231941417774,0.123995134671031,0.218483440885428,0.567526464104222,0.584233498699802
"125","Commercial Banks",-0.0732789699803482,0.438604293712236,0.0940890078792643,4.6615891016202,0.00118256534067989,0.150900453021524,0.267913833248933,0.563242484315149,0.587025787234867
"126","Business Associations",-0.074142963389161,0.512892590723063,0.0415852207658835,12.3335305494841,6.09422113703475e-07,-0.149605956977334,0.268809634412167,-0.556549832391582,0.591402522360386
"127","Democratic leadership PAC",-0.0788010916814577,4.76866863866897,8.23919643238922,0.578778364832132,0.576934254790113,-4.2861393640227,8.2555709156957,-0.519181460348646,0.616158818376589
"128","Finance/Credit Companies",-0.0797972267657947,0.450928267417559,0.0796973940176992,5.65800517037505,0.000310422208312087,0.103799377491886,0.203177740588762,0.510879672109254,0.62173063580955
"129","Mortgage bankers and brokers",-0.0820258975359234,0.440363275615791,0.103935331767297,4.23689681004463,0.00218426681859915,0.121198395464875,0.246409992028688,0.491856659168124,0.634594090241552
"130","LGBTQIA Rights & Issues",-0.0847189550536167,0.390812836905133,0.214616504197321,1.82098221367828,0.10194429788224,0.109146302314158,0.233243178901469,0.467950672033439,0.650944600827468
"131","Other",-0.0860320455223706,0.459354039812864,0.0708448877434367,6.48394054171425,0.000113553634210226,0.0599616349215158,0.131527890751196,0.455885322717916,0.659272952016452
"132","Tobacco",-0.088249038929691,0.465431830637778,0.060473537989486,7.69645445117992,3.01094954950776e-05,0.112637917292106,0.25904171534492,0.434825399230105,0.673928971717192
"133","Abortion Policy/Anti-Abortion",-0.0986663172003341,0.485105932874386,0.0231609676594732,20.9449769114449,6.04041065523418e-09,0.263704701116036,0.825915597707351,0.319287711538625,0.756794764551064
"134","Human Rights",-0.101531569483483,0.60016438863779,0.39031409685109,1.53764466484735,0.158514954048085,-0.128092641680777,0.457856134389042,-0.279766136259596,0.78598035705115
"135","Women's Issues",-0.102515844300358,0.454635670418701,0.138118132756502,3.291643619453,0.00935377997471224,0.0480345909668635,0.181340822270661,0.264885701770831,0.797064253772396
"136","Auto dealers, foreign imports",-0.103629511121008,0.506629870859728,0.0646345201309421,7.83837908649053,2.60452969083138e-05,-0.137882528978778,0.558216148517176,-0.247005625589735,0.810446102196335
"137","Abortion Policy/Pro-Abortion Rights",-0.109920652939809,0.472303591212232,0.191172526416788,2.4705620627858,0.0355374852995299,0.0204457004879586,0.208098828758922,0.0982499546484451,0.923887215515431
