pac_name,affiliate,total,dem,repub,lean,year
Growth & Prosperity PAC,Spencer Bachus (R-Ala),332500,0,332500,Solidly Republican/Conservative,2012
Freedom & Security PAC,John Kline (R-Minn),325500,0,325500,Solidly Republican/Conservative,2012
Invest in a Strong & Secure America,Darrell Issa (R-Calif),314000,0,314000,Solidly Republican/Conservative,2012
Forward Together PAC,Mark Warner (D-Va),312500,312500,0,Solidly Democrat/Liberal,2012
Republican Majority Fund,Saxby Chambliss (R-Ga),312500,0,312500,Solidly Republican/Conservative,2012
Prairie PAC,Dick Durbin (D-Ill),307000,307000,0,Solidly Democrat/Liberal,2012
SarahPAC,ex-Gov. Sarah Palin (R-Alaska),298500,2500,296000,Solidly Republican/Conservative,2012
DANPAC,Daniel K Inouye (D-Hawaii),287000,287000,0,Solidly Democrat/Liberal,2012
Defend America PAC,Richard C. Shelby (R-Ala),296000,0,296000,Solidly Republican/Conservative,2012
Alamo PAC,John Cornyn (R-Texas),289997,0,289997,Solidly Republican/Conservative,2012
Pioneer PAC,Patrick J. Tiberi (R-Ohio),270627,0,270627,Solidly Republican/Conservative,2012
Senate Majority Fund,Jon L. Kyl (R-Ariz),270000,0,270000,Solidly Republican/Conservative,2012
House Conservatives Fund,Bill Flores (R-Texas),264101,0,264101,Solidly Republican/Conservative,2012
Help America's Leaders,Hal Rogers (R-Ky),263000,0,263000,Solidly Republican/Conservative,2012
Leadership of Today & Tomorrow,Xavier Becerra (D-Calif),262500,262500,0,Solidly Democrat/Liberal,2012
Rely on Your Beliefs,Roy Blunt (R-Mo),261996,0,261996,Solidly Republican/Conservative,2012
Promoting Our Republican Team PAC,Rob Portman (R-Ohio),261000,0,261000,Solidly Republican/Conservative,2012
Jazz PAC,Mary L. Landrieu (D-La),252500,252500,0,Solidly Democrat/Liberal,2012
New PAC,Devin Nunes (R-Calif),251500,0,251500,Solidly Republican/Conservative,2012
Solidarity PAC,George Miller (D-Calif),251134,251134,0,Solidly Democrat/Liberal,2012
Common Values PAC,John A. Barrasso (R-Wyo),251000,0,251000,Solidly Republican/Conservative,2012
CMR PAC,Cathy McMorris Rodgers (R-Wash),251000,0,251000,Solidly Republican/Conservative,2012
America's Leadership PAC,Deborah Ann Stabenow (D-Mich),247000,247000,0,Solidly Democrat/Liberal,2012
Senate Victory Fund,Thad Cochran (R-Miss),246000,0,246000,Solidly Republican/Conservative,2012
New Millennium PAC,Robert Menendez (D-NJ),242744,242744,0,Solidly Democrat/Liberal,2012
Victory Now PAC,Chris Van Hollen (D-Md),242000,242000,0,Solidly Democrat/Liberal,2012
To Organize a Majority PAC,Tom Harkin (D-Iowa),220000,220000,0,Solidly Democrat/Liberal,2012
Committee for the Preservation of Capitalism,Charles W Boustany Jr (R-La),226500,0,226500,Solidly Republican/Conservative,2012
Rhode Island Hope PAC,Sheldon Whitehouse (D-RI),219000,219000,0,Solidly Democrat/Liberal,2012
Majority Initiative-Keep Electing Repubs,Mike Rogers (R-Mich),220667,0,220667,Solidly Republican/Conservative,2012
We the People PAC,Allyson Schwartz (D-Pa),215000,215000,0,Solidly Democrat/Liberal,2012
Making Business Excel PAC,Mike Enzi (R-Wyo),215000,0,215000,Solidly Republican/Conservative,2012
21st Century Majority Fund,Johnny Isakson (R-GA),214000,0,214000,Solidly Republican/Conservative,2012
Priority PAC,Mark Pryor (D-Ark),213500,213500,0,Solidly Democrat/Liberal,2012
Country First PAC,John McCain (R-Ariz),213324,0,213324,Solidly Republican/Conservative,2012
Southwest Leadership Fund,Tom Udall (D-NM),210530,210530,0,Solidly Democrat/Liberal,2012
Voice for Freedom,Tom Price (R-Ga),207500,0,207500,Solidly Republican/Conservative,2012
Midwest Values PAC,Al Franken (D-Minn),204000,204000,0,Solidly Democrat/Liberal,2012
Freedom Fund,Mike Crapo (R-Idaho),205000,0,205000,Solidly Republican/Conservative,2012
Glacier PAC,Max Baucus (D-Mont),205000,205000,0,Solidly Democrat/Liberal,2012
Fund for a Conservative Future,James M. Inhofe (R-Okla),203000,0,203000,Solidly Republican/Conservative,2012
Green Mountain PAC,Patrick Leahy (D-Vt),196000,196000,0,Solidly Democrat/Liberal,2012
OrrinPAC,Orrin G. Hatch (R-Utah),200400,0,200400,Solidly Republican/Conservative,2012
M-PAC,Patty Murray (D-Wash),196000,196000,0,Solidly Democrat/Liberal,2012
Campaign for Our Country,John Kerry (D-Mass),195000,195000,0,Solidly Democrat/Liberal,2012
Lincoln PAC,Mark Kirk (R-Ill),193300,0,193300,Solidly Republican/Conservative,2012
Dirigo PAC,Susan Collins (R-Maine),193296,0,193296,Solidly Republican/Conservative,2012
Follow the North Star Fund,Amy Klobuchar (D-Minn),190000,190000,0,Solidly Democrat/Liberal,2012
TACPAC,Tom Coburn (R-Okla),192000,0,192000,Solidly Republican/Conservative,2012
Committee for Leadership & Progress,Nita M. Lowey (D-NY),189000,189000,0,Solidly Democrat/Liberal,2012
GOP Generation Y Fund,Aaron Schock (R-Ill),188000,0,188000,Solidly Republican/Conservative,2012
Citizens for Prosperity in America Today,Pat Toomey (R-Pa),186000,0,186000,Solidly Republican/Conservative,2012
Synergy PAC,John B. Larson (D-Conn),185793,185793,0,Solidly Democrat/Liberal,2012
John S Fund,John M. Shimkus (R-Ill),172500,0,172500,Solidly Republican/Conservative,2012
Kelly PAC,Kelly Ayotte (R-NH),172500,0,172500,Solidly Republican/Conservative,2012
21st Century PAC,Buck McKeon (R-Calif),170000,0,170000,Solidly Republican/Conservative,2012
Denali Leadership PAC,Lisa Murkowski (R-Alaska),169991,0,169991,Solidly Republican/Conservative,2012
Heartland Values PAC,John Thune (R-SD),168009,0,168009,Solidly Republican/Conservative,2012
Narragansett Bay PAC,Jack Reed (D-RI),165500,165500,0,Solidly Democrat/Liberal,2012
Long Leaf Pine PAC,Kay R. Hagan (D-NC),164000,164000,0,Solidly Democrat/Liberal,2012
Rock City PAC,Bob Corker (R-Tenn),160000,0,160000,Solidly Republican/Conservative,2012
COLE PAC,Tom Cole (R-Okla),158000,2000,156000,Solidly Republican/Conservative,2012
Great Land PAC,Mark Begich (D-Alaska),158000,158000,0,Solidly Democrat/Liberal,2012
Liberty Project,Randy Neugebauer (R-Texas),153802,0,153802,Solidly Republican/Conservative,2012
Committee for a Livable Future,Earl Blumenauer (D-Ore),149000,149000,0,Solidly Democrat/Liberal,2012
South Dakota First PAC,Tim Johnson (D-SD),147000,147000,0,Solidly Democrat/Liberal,2012
America Works PAC,Sherrod Brown (D-Ohio),139500,139500,0,Solidly Democrat/Liberal,2012
Tallatchee Creek Inc,Jeff Sessions (R-Ala),142500,0,142500,Solidly Republican/Conservative,2012
Prairieland PAC,Michael O. Johanns (R-Neb),141000,0,141000,Solidly Republican/Conservative,2012
Peak PAC,Mark Udall (D-Colo),140500,140500,0,Solidly Democrat/Liberal,2012
New Republican Majority Fund,ex-Sen. Trent Lott (R-Miss),140250,0,140250,Solidly Republican/Conservative,2012
First State PAC,Tom Carper (D-Del),138500,138500,0,Solidly Democrat/Liberal,2012
Free State PAC,Jerry Moran (R-Kan),137500,0,137500,Solidly Republican/Conservative,2012
Eye of the Tiger PAC,Steve Scalise (R-La),136200,0,136200,Solidly Republican/Conservative,2012
Nebraska Leadership PAC,Ben Nelson (D-Neb),135500,135500,0,Solidly Democrat/Liberal,2012
LEGPAC,Ben Cardin (D-Md),127500,127500,0,Solidly Democrat/Liberal,2012
Progressive Choices PAC,Jan Schakowsky (D-Ill),130500,130500,0,Solidly Democrat/Liberal,2012
KPAC,Kay Bailey Hutchison (R-Texas),130499,0,130499,Solidly Republican/Conservative,2012
Keystone America PAC,Bob Casey (D-Pa),128250,128250,0,Solidly Democrat/Liberal,2012
Road to Freedom PAC,Ed Royce (R-Calif),128024,0,128024,Solidly Republican/Conservative,2012
Hawkeye PAC,Chuck Grassley (R-Iowa),125600,0,125600,Solidly Republican/Conservative,2012
Blue Hen PAC,Chris Coons (D-Del),124864,124864,0,Solidly Democrat/Liberal,2012
Common Sense Colorado,Michael F. Bennet (D-Colo),121313,121313,0,Solidly Democrat/Liberal,2012
Responsibility & Freedom Work PAC,Roger Wicker (R-Miss),120500,0,120500,Solidly Republican/Conservative,2012
Empire PAC,Kirsten Gillibrand (D-NY),118500,118500,0,Solidly Democrat/Liberal,2012
Secure PAC,Bennie G. Thompson (D-Miss),116000,116000,0,Solidly Democrat/Liberal,2012
Reuniting Our Country PAC,Joe Lieberman (I-Conn),115500,105500,10000,Solidly Democrat/Liberal,2012
Tenn PAC,Lamar Alexander (R-Tenn),115500,0,115500,Solidly Republican/Conservative,2012
Spending Cuts Over Total Taxation PAC,Scott Brown (R-Mass),114000,0,114000,Solidly Republican/Conservative,2012
MICHELE PAC,Michele Bachmann (R-Minn),113500,0,113500,Solidly Republican/Conservative,2012
Good Fund,Bob Goodlatte (R-VA),113250,0,113250,Solidly Republican/Conservative,2012
Longhorn PAC,Lamar Smith (R-Texas),113000,0,113000,Solidly Republican/Conservative,2012
Fund for America's Future,Lindsey Graham (R-SC),112999,0,112999,Solidly Republican/Conservative,2012
Fund for the Majority,Dianne Feinstein (D-Calif),110000,110000,0,Solidly Democrat/Liberal,2012
ICE PAC,Erik Paulsen (R-Minn),110000,500,109500,Solidly Republican/Conservative,2012
Fund for American Exceptionalism,Todd Rokita (R-Ind),109000,0,109000,Solidly Republican/Conservative,2012
For America's Republican Majority,Tom Latham (R-Iowa),106500,0,106500,Solidly Republican/Conservative,2012
Jobs & Innovation Matter PAC,Jim Himes (D-Conn),106000,106000,0,Solidly Democrat/Liberal,2012
Free Markets PAC,ex-State Sen. Robert Pittenger (R-NC),105000,0,105000,Solidly Republican/Conservative,2012
Arkansas for Leadership,John Boozman (R-Ark),104500,0,104500,Solidly Republican/Conservative,2012
Moving America Forward,Bill Nelson (D-Fla),103500,103500,0,Solidly Democrat/Liberal,2012
Holding Onto Oregon's Priorities,Ron Wyden (D-Ore),103000,103000,0,Solidly Democrat/Liberal,2012
Liberty PAC (Ron Paul),Ron Paul (R-Texas),102500,0,102500,Solidly Republican/Conservative,2012
A New Direction PAC,Jeanne Shaheen (D-NH),101500,101500,0,Solidly Democrat/Liberal,2012
Victory in November Election PAC,Mike Thompson (D-Calif),101475,101475,0,Solidly Democrat/Liberal,2012
Thoroughbred PAC,Ed Whitfield (R-Ky),101292,0,101292,Solidly Republican/Conservative,2012
Conservative Victory Fund,ex-Rep. Steven D Symms (R-Idaho),100092,395,99697,Solidly Republican/Conservative,2012
Treasure State PAC,Jon Tester (D-Mont),100000,100000,0,Solidly Democrat/Liberal,2012
National Org to Retain the Majority,Norm Dicks (D-Wash),99000,99000,0,Solidly Democrat/Liberal,2012
Badger PAC,Ron Kind (D-Wis),99000,99000,0,Solidly Democrat/Liberal,2012
Jeff PAC,Jeff Denham (R-Calif),99000,0,99000,Solidly Republican/Conservative,2012
Lead Your Nation Now PAC,Lynn Jenkins (R-Kan),98500,0,98500,Solidly Republican/Conservative,2012
Stand Tall America PAC,Mac Thornberry (R-Texas),97000,0,97000,Solidly Republican/Conservative,2012
Progressive Voters of America,Bernie Sanders (I-Vt),95000,95000,0,Solidly Democrat/Liberal,2012
Acton PAC,Lynn A. Westmoreland (R-Ga),94100,2000,92100,Solidly Republican/Conservative,2012
Mountaineer PAC,Jay Rockefeller (D-WVa),94000,94000,0,Solidly Democrat/Liberal,2012
MARSHA PAC,Marsha Blackburn (R-Tenn),91500,0,91500,Solidly Republican/Conservative,2012
Ohio USA PAC,ex-Sen. George V Voinovich (R-Ohio),91000,0,91000,Solidly Republican/Conservative,2012
Democrats Time In Nevada,ex-Rep. Dina Titus (D-Nev),90450,90450,0,Solidly Democrat/Liberal,2012
Buckeye Liberty PAC,Jim Jordan (R-Ohio),87000,0,87000,Solidly Republican/Conservative,2012
Trans PAC,Steve LaTourette (R-Ohio),83200,500,82700,Solidly Republican/Conservative,2012
Keep Our Mission PAC,ex-Rep. Dennis Hastert (R-Ill),83000,0,83000,Solidly Republican/Conservative,2012
Louisiana Values PAC,John Fleming (R-La),82000,0,82000,Solidly Republican/Conservative,2012
Lone Star Leadership PAC,Michael Burgess (R-Texas),80200,0,80200,Solidly Republican/Conservative,2012
Dutch PAC,Dutch Ruppersberger (D-Md),77500,77500,0,Solidly Democrat/Liberal,2012
BRETTPAC,Brett Guthrie (R-Ky),77500,0,77500,Solidly Republican/Conservative,2012
Tomorrow Is Meaningful,Tim Scott (R-SC),77000,0,77000,Solidly Republican/Conservative,2012
Fund for American Opportunity,ex-Sen. Spencer Abraham (R-Mich),76901,0,76901,Solidly Republican/Conservative,2012
Madison PAC (Neal),Richard E. Neal (D-Mass),76000,76000,0,Solidly Democrat/Liberal,2012
Reinventing a New Direction,Rand Paul (R-Ky),75000,0,75000,Solidly Republican/Conservative,2012
SCOTT PAC,Scott Garrett (R-NJ),72333,0,72333,Solidly Republican/Conservative,2012
Building A Majority PAC,Barbara A. Mikulski (D-Md),71500,71500,0,Solidly Democrat/Liberal,2012
DAKPAC,Kent Conrad (D-ND),68918,68918,0,Solidly Democrat/Liberal,2012
American Defense & Military PAC,Adam Smith (D-Wash),68000,68000,0,Solidly Democrat/Liberal,2012
Concerned Americans for Freedom & Opportunity,Adrian Smith (R-Neb),67730,0,67730,Solidly Republican/Conservative,2012
Democrats Against Waste in Govt PAC,John Barrow (D-Ga),65000,65000,0,Solidly Democrat/Liberal,2012
Southern California Fund,Brad Sherman (D-Calif),65000,65000,0,Solidly Democrat/Liberal,2012
American Security PAC,Mike D. Rogers (R-Ala),65000,0,65000,Solidly Republican/Conservative,2012
Eureka PAC,Ken Calvert (R-Calif),64000,0,64000,Solidly Republican/Conservative,2012
Louisiana Reform PAC,David Vitter (R-LA),61000,0,61000,Solidly Republican/Conservative,2012
Conservatives Organized to Advance Tmrw,Dan Coats (R-Ind),61000,0,61000,Solidly Republican/Conservative,2012
Missourians for Accountability & Change,Claire McCaskill (D-Mo),60500,60500,0,Solidly Democrat/Liberal,2012
Buckeye Patriot PAC,ex-Rep. David Hobson (R-Ohio),60300,0,60300,Solidly Republican/Conservative,2012
LA PAC,Henry A. Waxman (D-Calif),60000,60000,0,Solidly Democrat/Liberal,2012
Support to Ensure Victory Everywhere PAC,Steve Stivers (R-Ohio),60000,0,60000,Solidly Republican/Conservative,2012
EDPAC,Edwin G Perlmutter (D-Colo),59500,58500,1000,Solidly Democrat/Liberal,2012
Arch Leadership PAC,Russ Carnahan (D-Mo),59500,59500,0,Solidly Democrat/Liberal,2012
Haley's PAC,Gov. Haley Barbour (R-Miss),59500,0,59500,Solidly Republican/Conservative,2012
13th Colony Leadership Cmte,Jack Kingston (R-Ga),58028,0,58028,Solidly Republican/Conservative,2012
Bill PAC (Shuster),Bill Shuster (R-Pa),58000,0,58000,Solidly Republican/Conservative,2012
Vote to Elect Republicans Now PAC,Vernon Buchanan (R-Fla),57750,0,57750,Solidly Republican/Conservative,2012
JJJ PAC,Betty Sue Sutton (D-Ohio),56500,56500,0,Solidly Democrat/Liberal,2012
GreggPAC,Gregg Harper (R-Miss),56500,0,56500,Solidly Republican/Conservative,2012
Preserving America's Traditions,Pat Roberts (R-Kan),55000,0,55000,Solidly Republican/Conservative,2012
Help Unite Republicans Today PAC,Robert Hurt (R-Va),54000,0,54000,Solidly Republican/Conservative,2012
Democrats Reshaping America,Linda Sanchez (D-Calif),53250,53250,0,Solidly Democrat/Liberal,2012
Silver State 21st Century PAC,Shelley Berkley (D-Nev),53100,53100,0,Solidly Democrat/Liberal,2012
Funding Developing Leadership PAC,Frank D. Lucas (R-Okla),51588,0,51588,Solidly Republican/Conservative,2012
Grass Roots Initiative to Maintain Our Majority,Michael Grimm (R-NY),49500,0,49500,Solidly Republican/Conservative,2012
DIANE PAC,Diane Black (R-Tenn),49000,0,49000,Solidly Republican/Conservative,2012
Penguin PAC,Tim Ryan (D-Ohio),48534,48534,0,Solidly Democrat/Liberal,2012
Nutmeg PAC,Richard Blumenthal (D-Conn),48500,48500,0,Solidly Democrat/Liberal,2012
Bill PAC (Flores),Bill Flores (R-Texas),48000,0,48000,Solidly Republican/Conservative,2012
Freedom Advancement Fund,Tom Graves (R-Ga),47500,0,47500,Solidly Republican/Conservative,2012
Takin Back America,Todd Akin (R-Mo),47500,0,47500,Solidly Republican/Conservative,2012
Country Roads PAC,Joe Manchin (D-WVa),47500,47500,0,Solidly Democrat/Liberal,2012
Better Leadership - Better America,Scott Rigell (R-VA),47000,0,47000,Solidly Republican/Conservative,2012
FROG Jump PAC,Steve Fincher (R-Tenn),46500,0,46500,Solidly Republican/Conservative,2012
Progressives Advancing United Leadership,Paul Tonko (D-NY),46000,46000,0,Solidly Democrat/Liberal,2012
CANDICE-PAC,Candice S. Miller (R-Mich),46000,0,46000,Solidly Republican/Conservative,2012
Marlin PAC,Marlin Stutzman (R-Ind),45500,1000,44500,Solidly Republican/Conservative,2012
Gene PAC,Gene Green (D-Texas),45500,45500,0,Solidly Democrat/Liberal,2012
Tipperary Hill PAC,ex-Rep. James T Walsh (R-NY),45250,0,45250,Solidly Republican/Conservative,2012
Bringing Leadership Back PAC,Bruce Braley (D-Iowa),45000,45000,0,Solidly Democrat/Liberal,2012
Opportunity & Renewal PAC,Jeff Merkley (D-Ore),45000,45000,0,Solidly Democrat/Liberal,2012
Freedom PAC (Broun),Paul Broun Jr (R-GA),44350,0,44350,Solidly Republican/Conservative,2012
CONA PAC,Mike Conaway (R-Texas),44284,0,44284,Solidly Republican/Conservative,2012
Keystone Fund,Mike Doyle (D-Pa),44000,44000,0,Solidly Democrat/Liberal,2012
YoPAC,Kevin Yoder (R-Kan),44000,0,44000,Solidly Republican/Conservative,2012
One Voice,Barbara Lee (D-Calif),43500,43500,0,Solidly Democrat/Liberal,2012
19th Star PAC,Richard G. Lugar (R-Ind),42500,2500,40000,Solidly Republican/Conservative,2012
Strategy PAC,Ron Johnson (R-Wis),42500,0,42500,Solidly Republican/Conservative,2012
Lank PAC,James Lankford (R-Okla),42500,0,42500,Solidly Republican/Conservative,2012
Leadership that Listens PAC,Donna Edwards (D-Md),42250,42250,0,Solidly Democrat/Liberal,2012
Huck PAC,ex-Gov. Mike Huckabee (R-),42000,0,42000,Solidly Republican/Conservative,2012
New Jersey First,Frank R Lautenberg (D-NJ),42000,42000,0,Solidly Democrat/Liberal,2012
Ranger PAC,Geoff Davis (R-Ky),41500,0,41500,Solidly Republican/Conservative,2012
Guardian Leadership PAC,Allen West (R-Fla),41000,0,41000,Solidly Republican/Conservative,2012
CARTER PAC,John Carter (R-Texas),41000,0,41000,Solidly Republican/Conservative,2012
DOC PAC,Phil Gingrey (R-Ga),40150,0,40150,Solidly Republican/Conservative,2012
Truedem Leadership Fund,Marcy Kaptur (D-Ohio),39500,39500,0,Solidly Democrat/Liberal,2012
Mary's PAC,Mary Bono Mack (R-Calif),39000,0,39000,Solidly Republican/Conservative,2012
Wild & Wonderful PAC,Shelley Moore Capito (R-WVa),37500,0,37500,Solidly Republican/Conservative,2012
GWEN PAC,Gwen Moore (D-Wis),37250,37250,0,Solidly Democrat/Liberal,2012
Constitutional Conservatives Fund,Mike Lee (R-Utah),37000,0,37000,Solidly Republican/Conservative,2012
United for A Strong America,Adam Schiff (D-Calif),36634,36634,0,Solidly Democrat/Liberal,2012
Valley PAC,Collin C. Peterson (D-Minn),36500,36500,0,Solidly Democrat/Liberal,2012
Conservatives Restoring Excellence,Renee Ellmers (R-NC),36500,0,36500,Solidly Republican/Conservative,2012
Betty PAC,Betty McCollum (D-Minn),36000,36000,0,Solidly Democrat/Liberal,2012
Shore PAC,Frank Pallone Jr (D-NJ),35500,35500,0,Solidly Democrat/Liberal,2012
Virginia Leadership PAC,Jim Moran (D-VA),35500,35500,0,Solidly Democrat/Liberal,2012
Sea Change Leadership PAC,Karen Bass (D-Calif),35500,35500,0,Solidly Democrat/Liberal,2012
Aloha PAC,Gov. Neil Abercrombie (D-Hawaii),35000,35000,0,Solidly Democrat/Liberal,2012
Ax PAC,Sean P. Duffy (R-Wis),34500,0,34500,Solidly Republican/Conservative,2012
Bart's Bridge PAC,ex-Rep. Bart Stupak (D-Mich),33500,33500,0,Solidly Democrat/Liberal,2012
Husky PAC,Joe Courtney (D-Conn),32500,32500,0,Solidly Democrat/Liberal,2012
SkiPAC,Jim Matheson (D-Utah),33000,33000,0,Solidly Democrat/Liberal,2012
GOJO PAC,Jo Ann Emerson (R-Mo),32500,0,32500,Solidly Republican/Conservative,2012
Texas First PAC,Henry Cuellar (D-Texas),32500,32500,0,Solidly Democrat/Liberal,2012
Good Government for America,ex-Sen. George Allen (R-Va),32500,0,32500,Solidly Republican/Conservative,2012
WinNovember PAC,Steve Chabot (R-Ohio),31500,0,31500,Solidly Republican/Conservative,2012
IRL PAC,Ileana Ros-Lehtinen (R-Fla),31000,0,31000,Solidly Republican/Conservative,2012
Leadership Empowerment & Development PAC,Charlie A. Gonzalez (D-Texas),30500,30500,0,Solidly Democrat/Liberal,2012
United for Progress Leadership Cmte,Jerry F. Costello (D-Ill),30500,30500,0,Solidly Democrat/Liberal,2012
Mill to the Hill PAC,Mike Michaud (D-Maine),30250,30250,0,Solidly Democrat/Liberal,2012
Kentucky Forward PAC,Ben Chandler (D-Ky),30000,30000,0,Solidly Democrat/Liberal,2012
Congressional Majority Cmte,ex-Rep. Bill Thomas (R-Calif),30000,0,30000,Solidly Republican/Conservative,2012
Martha PAC,Martha Roby (R-Ala),29500,0,29500,Solidly Republican/Conservative,2012
OCPAC,John Campbell (R-Calif),29000,0,29000,Solidly Republican/Conservative,2012
HellerHighWater PAC,Dean Heller (R-Nev),28500,0,28500,Solidly Republican/Conservative,2012
Dakota PAC,John Hoeven (R-ND),28500,0,28500,Solidly Republican/Conservative,2012
ChutzPAC,Howard L Berman (D-Calif),28000,28000,0,Solidly Democrat/Liberal,2012
Goh Conservative PAC/LouiePAC,Louis B Gohmert Jr (R-Texas),28000,0,28000,Solidly Republican/Conservative,2012
3rd & Long,Heath Shuler (D-NC),28000,26000,2000,Solidly Democrat/Liberal,2012
Ocean State PAC,Jim Langevin (D-RI),28000,26000,2000,Solidly Democrat/Liberal,2012
Individuals Dedicated to Ethics & Science,Diana DeGette (D-Colo),28000,28000,0,Solidly Democrat/Liberal,2012
Titletown PAC,Reid Ribble (R-Wis),27500,0,27500,Solidly Republican/Conservative,2012
Reclaim America PAC,Marco Rubio (R-Fla),27100,0,27100,Solidly Republican/Conservative,2012
Majority In Congress PAC,John L Mica (R-Fla),27000,0,27000,Solidly Republican/Conservative,2012
Midnight Sun,Don Young (R-Alaska),26500,0,26500,Solidly Republican/Conservative,2012
First Team PAC,Tom Rooney (R-Fla),26500,0,26500,Solidly Republican/Conservative,2012
TN4U PAC,Scott Desjarlais (R-Tenn),26500,0,26500,Solidly Republican/Conservative,2012
Hoosiers First PAC,Joe Donnelly (D-Ind),26000,26000,0,Solidly Democrat/Liberal,2012
Progress PAC,Nydia M. Velazquez (D-NY),26000,26000,0,Solidly Democrat/Liberal,2012
CAP PAC,Carolyn McCarthy (D-NY),26000,24000,2000,Solidly Democrat/Liberal,2012
KITPAC 2,ex-Sen. Christopher S. 'Kit' Bond (R-MO),25500,0,25500,Solidly Republican/Conservative,2012
Moderate Victory Fund,Dennis Cardoza (D-Calif),25000,25000,0,Solidly Democrat/Liberal,2012
MINT PAC,Jim DeMint (R-SC),25000,0,25000,Solidly Republican/Conservative,2012
Defending America's Values Everywhere,David Schweikert (R-Ariz),25000,0,25000,Solidly Republican/Conservative,2012
Save America PAC,James E Risch (R-Idaho),25000,0,25000,Solidly Republican/Conservative,2012
GOLD PAC,Sanford D Bishop Jr (D-Ga),24500,24500,0,Solidly Democrat/Liberal,2012
Turquoise PAC,Ben R. Lujan (D-NM),24500,24500,0,Solidly Democrat/Liberal,2012
Wolverine PAC,John D. Dingell (D-Mich),24500,24500,0,Solidly Democrat/Liberal,2012
Win Back America PAC,Mike Pence (R-Ind),24500,0,24500,Solidly Republican/Conservative,2012
House Majority Fund,John Lewis (D-Ga),24000,24000,0,Solidly Democrat/Liberal,2012
Future Leaders PAC,Jerry Lewis (R-Calif),24000,0,24000,Solidly Republican/Conservative,2012
PUCK PAC,Mike Quigley (D-Ill),24000,24000,0,Solidly Democrat/Liberal,2012
Article 1 PAC,John A. Yarmuth (D-Ky),24000,24000,0,Solidly Democrat/Liberal,2012
Motor City PAC,Gary Peters (D-Mich),24000,24000,0,Solidly Democrat/Liberal,2012
Lobo PAC,Martin Heinrich (D-NM),23750,23750,0,Solidly Democrat/Liberal,2012
BOSPAC,Leonard L Boswell (D-Iowa),23500,23500,0,Solidly Democrat/Liberal,2012
Leadership in the New Century,ex-Sen. Blanche Lincoln (D-Ark),23250,23250,0,Solidly Democrat/Liberal,2012
Come Back PAC,Tim Murphy (R-Pa),23000,0,23000,Solidly Republican/Conservative,2012
JOEPAC,Joe Pitts (R-Pa),22500,0,22500,Solidly Republican/Conservative,2012
Conservative Principles PAC,Steven A. King (R-Iowa),22500,0,22500,Solidly Republican/Conservative,2012
Truth Is Markets Work Fund,Tim Walberg (R-Mich),22500,0,22500,Solidly Republican/Conservative,2012
BudgetHawks.com,Jason Chaffetz (R-Utah),22500,0,22500,Solidly Republican/Conservative,2012
Advance Arkansas PAC,Mike Ross (D-Ark),22149,22149,0,Solidly Democrat/Liberal,2012
