pac_name,affiliate,total,dem,repub,lean,year
Northern Lights PAC,Ted Stevens (R-Alaska),252306,10000,242306,Solidly Republican/Conservative,2004
America's Foundation,Rick Santorum (R-Pa),250000,0,250000,Solidly Republican/Conservative,2004
CORPAC,Jon S Corzine (D-NJ),240000,240000,0,Solidly Democrat/Liberal,2004
Senate Majority Fund,Jon L. Kyl (R-Ariz),241500,0,241500,Solidly Republican/Conservative,2004
Friends of Phil Gramm,ex-Sen. Phil Gramm (R-Texas),243040,0,243040,Solidly Republican/Conservative,2004
New Republican Majority Fund,Trent Lott (R-Miss),233168,0,233168,Solidly Republican/Conservative,2004
Sandhills PAC,Chuck Hagel (R-Neb),231280,0,231280,Solidly Republican/Conservative,2004
Daniel Webster PAC,John E Sununu (R-NH),215000,0,215000,Solidly Republican/Conservative,2004
Growth & Prosperity PAC,Spencer Bachus (R-Ala),212500,0,212500,Solidly Republican/Conservative,2004
CHRIS PAC,Chris Dodd (D-Conn),213000,213000,0,Solidly Democrat/Liberal,2004
American Liberty PAC,Bob Ney (R-Ohio),207500,0,207500,Solidly Republican/Conservative,2004
Prairie PAC,Dick Durbin (D-Ill),212500,212500,0,Solidly Democrat/Liberal,2004
Solidarity PAC,George Miller (D-Calif),209500,208500,1000,Solidly Democrat/Liberal,2004
Northstar Leadership PAC,Norm Coleman (R-Minn),205000,0,205000,Solidly Republican/Conservative,2004
PETE PAC,Pete Sessions (R-Texas),193500,0,193500,Solidly Republican/Conservative,2004
SAC PAC,Robert T. Matsui (D-Calif),192500,192500,0,Solidly Democrat/Liberal,2004
Superior California Fed Leadership Fund,John T. Doolittle (R-Calif),186047,0,186047,Solidly Republican/Conservative,2004
Pioneer PAC,Dave Hobson (R-Ohio),183087,0,183087,Solidly Republican/Conservative,2004
Good Government for America,George Allen (R-Va),182500,0,182500,Solidly Republican/Conservative,2004
Searchlight Leadership Fund,Harry Reid (D-Nev),180831,180831,0,Solidly Democrat/Liberal,2004
Midnight Sun,Don Young (R-Alaska),174000,0,174000,Solidly Republican/Conservative,2004
Bayou Leader PAC,Billy Tauzin (R-La),171792,5000,166792,Solidly Republican/Conservative,2004
Hawkeye PAC,Chuck Grassley (R-Iowa),168000,0,168000,Solidly Republican/Conservative,2004
LA PAC,Henry A. Waxman (D-Calif),165000,165000,0,Solidly Democrat/Liberal,2004
Rich PAC,Richard W Pombo (R-Calif),158183,0,158183,Solidly Republican/Conservative,2004
Impact America,Gordon H Smith (R-Ore),157500,0,157500,Solidly Republican/Conservative,2004
Fund for a Conservative Future,James M. Inhofe (R-Okla),150000,0,150000,Solidly Republican/Conservative,2004
America Works PAC,Sherrod Brown (D-Ohio),149500,149500,0,Solidly Democrat/Liberal,2004
Democracy Believers PAC,Lincoln Diaz-Balart (R-Fla),146982,0,146982,Solidly Republican/Conservative,2004
KPAC,Kay Bailey Hutchison (R-Texas),143884,0,143884,Solidly Republican/Conservative,2004
Battle Born PAC,John Ensign (R-Nev),142000,0,142000,Solidly Republican/Conservative,2004
Back America's Conservatives PAC,Richard Baker (R-La),140000,500,139500,Solidly Republican/Conservative,2004
Common Sense Leadership Fund,Saxby Chambliss (R-Ga),138797,0,138797,Solidly Republican/Conservative,2004
Committee for a Livable Future,Earl Blumenauer (D-Ore),137625,137625,0,Solidly Democrat/Liberal,2004
White Mountain PAC,Judd Gregg (R-NH),136000,0,136000,Solidly Republican/Conservative,2004
Glacier PAC,Max Baucus (D-Mont),131000,131000,0,Solidly Democrat/Liberal,2004
Rhode Island PAC,Patrick J. Kennedy (D-RI),129085,129085,0,Solidly Democrat/Liberal,2004
First State PAC,Tom Carper (D-Del),127500,127500,0,Solidly Democrat/Liberal,2004
Americans for Responsible Leadership,Evan Bayh (D-Ind),127000,127000,0,Solidly Democrat/Liberal,2004
Vision for Tomorrow Fund,John Linder (R-Ga),127000,0,127000,Solidly Republican/Conservative,2004
Impact (Schumer),Charles E. Schumer (D-NY),126500,126500,0,Solidly Democrat/Liberal,2004
Republican Majority Fund,Don Nickles (R-Okla),124999,0,124999,Solidly Republican/Conservative,2004
Tenn PAC,Lamar Alexander (R-Tenn),124500,0,124500,Solidly Republican/Conservative,2004
Doing Our Nation's Service PAC,Don Sherwood (R-Pa),121500,0,121500,Solidly Republican/Conservative,2004
New PAC,Devin Nunes (R-Calif),111000,0,111000,Solidly Republican/Conservative,2004
Progressive Choices PAC,Jan Schakowsky (D-Ill),109500,109500,0,Solidly Democrat/Liberal,2004
Carolina Majority PAC,Joe Wilson (R-SC),107541,0,107541,Solidly Republican/Conservative,2004
Wisconsin Leadership PAC,F James Sensenbrenner Jr. (R-Wis),107000,4000,103000,Solidly Republican/Conservative,2004
Committee for Leadership & Progress,Nita M. Lowey (D-NY),102000,101000,1000,Solidly Democrat/Liberal,2004
Re-Elect Freshmen of the Republican Majority,Jerry Weller (R-Ill),91500,0,91500,Solidly Republican/Conservative,2004
DAKPAC,Kent Conrad (D-ND),100000,100000,0,Solidly Democrat/Liberal,2004
Committee for a Democratic Majority,Edward M. Kennedy (D-Mass),95653,95653,0,Solidly Democrat/Liberal,2004
Leadership in the New Century,Blanche Lincoln (D-Ark),96500,96500,0,Solidly Democrat/Liberal,2004
Conservative Victory Fund,ex-Rep. Steven D Symms (R-Idaho),94355,0,94355,Solidly Republican/Conservative,2004
Great Plains Leadership Fund,Byron L. Dorgan (D-ND),94000,94000,0,Solidly Democrat/Liberal,2004
Responsibility & Freedom Work PAC,Roger Wicker (R-Miss),90000,2000,88000,Solidly Republican/Conservative,2004
13th Colony Leadership Cmte,Jack Kingston (R-Ga),88000,0,88000,Solidly Republican/Conservative,2004
American Prosperity PAC,Randy (Duke) Cunningham (R-Calif),88000,0,88000,Solidly Republican/Conservative,2004
United in Freedom,John E Sweeney (R-NY),87000,0,87000,Solidly Republican/Conservative,2004
Dooley for the Valley,ex-Rep. Cal Dooley (D-Calif),87499,86499,1000,Solidly Democrat/Liberal,2004
Alliance for the West,Larry Craig (R-Idaho),82666,0,82666,Solidly Republican/Conservative,2004
Preserving America's Traditions,Pat Roberts (R-Kan),82189,0,82189,Solidly Republican/Conservative,2004
Dirigo PAC,Susan Collins (R-Maine),81500,0,81500,Solidly Republican/Conservative,2004
Citizen Soldier Fund,John Kerry (D-Mass),80962,80962,0,Solidly Democrat/Liberal,2004
Milead Fund,Peter Hoekstra (R-Mich),79000,0,79000,Solidly Republican/Conservative,2004
PAC for a Change,Barbara Boxer (D-Calif),79500,79500,0,Solidly Democrat/Liberal,2004
Tallatchee Creek Inc,Jeff Sessions (R-Ala),79000,0,79000,Solidly Republican/Conservative,2004
Fund for America's Future,Lindsey Graham (R-SC),77691,0,77691,Solidly Republican/Conservative,2004
Ohio's 17 Star PAC,Mike DeWine (R-Ohio),77330,0,77330,Solidly Republican/Conservative,2004
Congressional Leadership Fund (Cox),Christopher Cox (R-Calif),76500,0,76500,Solidly Republican/Conservative,2004
Alamo PAC,John Cornyn (R-Texas),74653,0,74653,Solidly Republican/Conservative,2004
Silver State 21st Century PAC,Shelley Berkley (D-Nev),74250,72250,2000,Solidly Democrat/Liberal,2004
Committee for a Progressive Congress,David R Obey (D-Wis),74000,74000,0,Solidly Democrat/Liberal,2004
Big Tent PAC,Arlen Specter (R-Pa),72000,0,72000,Solidly Republican/Conservative,2004
Our Congress PAC,Mike Ross (D-Ark),69999,69999,0,Solidly Democrat/Liberal,2004
Peace Through Strength PAC,Duncan Hunter (R-Calif),68500,0,68500,Solidly Republican/Conservative,2004
Making Business Excel PAC,Mike Enzi (R-Wyo),67000,0,67000,Solidly Republican/Conservative,2004
Southern California Fund,Brad Sherman (D-Calif),67000,67000,0,Solidly Democrat/Liberal,2004
Continuing a Majority Party Action Cmte,Dave Camp (R-Mich),64750,0,64750,Solidly Republican/Conservative,2004
M-PAC,Patty Murray (D-Wash),64500,64500,0,Solidly Democrat/Liberal,2004
New Apollo Energy,Jay Inslee (D-Wash),62263,62263,0,Solidly Democrat/Liberal,2004
Leadership Circle PAC,Elizabeth Dole (R-NC),62000,0,62000,Solidly Republican/Conservative,2004
Mike PAC,Mike Ferguson (R-NJ),62000,0,62000,Solidly Republican/Conservative,2004
Pete's PAC,Pete V. Domenici (R-NM),52000,0,52000,Leans Republican/Conservative,2004
Victory in November Election PAC,Mike Thompson (D-Calif),61986,61986,0,Solidly Democrat/Liberal,2004
Leadership Encouraging Excellence PAC,Nancy L Johnson (R-Conn),61500,0,61500,Solidly Republican/Conservative,2004
America's Leadership PAC,Deborah Ann Stabenow (D-Mich),60500,60500,0,Solidly Democrat/Liberal,2004
Holding Onto Oregon's Priorities,Ron Wyden (D-Ore),59000,59000,0,Solidly Democrat/Liberal,2004
Committee for a United Republican Team,Curt Weldon (R-Pa),59000,0,59000,Solidly Republican/Conservative,2004
Campaign for America's Future,Orrin G. Hatch (R-Utah),58000,0,58000,Solidly Republican/Conservative,2004
House Majority Fund,John Lewis (D-Ga),57500,55500,2000,Solidly Democrat/Liberal,2004
Responsibility/Opportunity/Community PAC,Joe Lieberman (D-Conn),57500,57500,0,Solidly Democrat/Liberal,2004
Leadership 21,John Tanner (D-Tenn),57163,56163,1000,Solidly Democrat/Liberal,2004
CANDICE PAC,Candice S Miller (R-MI),56500,0,56500,Solidly Republican/Conservative,2004
Calumet PAC,Pete Visclosky (D-Ind),56000,56000,0,Solidly Democrat/Liberal,2004
Committee for Southwest Virginia,Rick Boucher (D-Va),56000,55000,1000,Solidly Democrat/Liberal,2004
Building Our Bases (BOBS) PAC,ex-Rep. Robert L Livingston (R-La),55922,0,55922,Solidly Republican/Conservative,2004
Buckeye PAC,George V Voinovich (R-Ohio),55000,0,55000,Solidly Republican/Conservative,2004
Secure America's Majority PAC,Sam Johnson (R-Texas),54000,0,54000,Solidly Republican/Conservative,2004
Independent Action,Tom Harkin (D-Iowa),53203,53203,0,Solidly Democrat/Liberal,2004
Freedom Fund,Mike Crapo (R-Idaho),53000,0,53000,Solidly Republican/Conservative,2004
BRIDGE PAC,James E. Clyburn (D-SC),52500,52500,0,Solidly Democrat/Liberal,2004
Friends of the Big Sky,Conrad Burns (R-Mont),52500,0,52500,Solidly Republican/Conservative,2004
TEAM PAC,J D Hayworth (R-Ariz),52500,0,52500,Solidly Republican/Conservative,2004
To Organize a Majority PAC,Tom Harkin (D-Iowa),50000,50000,0,Solidly Democrat/Liberal,2004
New American Leadership Fund,Mark Kirk (R-Ill),47000,0,47000,Solidly Republican/Conservative,2004
Show-Me Fund,Ike Skelton (D-Mo),44500,44500,0,Solidly Democrat/Liberal,2004
"Jobs, Opportunities & Education PAC",Joseph Crowley (D-NY),43000,43000,0,Solidly Democrat/Liberal,2004
Nebraska Leadership PAC,Ben Nelson (D-Neb),42000,42000,0,Solidly Democrat/Liberal,2004
Prosperity PAC,Paul Ryan (R-Wis),40500,0,40500,Solidly Republican/Conservative,2004
ANDER PAC,Ander Crenshaw (R-Fla),40000,0,40000,Solidly Republican/Conservative,2004
Buckeye State PAC,Pat Tiberi (R-Ohio),40000,0,40000,Solidly Republican/Conservative,2004
ZackPAC,Robert Wexler (D-Fla),39250,39250,0,Solidly Democrat/Liberal,2004
Jazz PAC,Mary L. Landrieu (D-La),38500,38500,0,Solidly Democrat/Liberal,2004
Liberty PAC (Ron Paul),Ron Paul (R-Texas),33000,0,33000,Solidly Republican/Conservative,2004
21st Century Freedom PAC,Gov. George E. Pataki (R-NY),37758,0,37758,Solidly Republican/Conservative,2004
Western Action PAC,Craig Thomas (R-Wyo),36000,0,36000,Solidly Republican/Conservative,2004
Leadership for America's Future,John Shadegg (R-Ariz),36000,0,36000,Solidly Republican/Conservative,2004
Fund for American Opportunity,ex-Sen. Spencer Abraham (R-Mich),35451,0,35451,Solidly Republican/Conservative,2004
Restore America PAC,Sam Brownback (R-Kan),33000,0,33000,Solidly Republican/Conservative,2004
COLE PAC,Tom Cole (R-Okla),33000,0,33000,Solidly Republican/Conservative,2004
Committee for a Democratic Future,Rosa L DeLauro (D-Conn),31352,31352,0,Solidly Democrat/Liberal,2004
Changing Tide Cmte,Wayne Allard (R-Colo),30000,0,30000,Solidly Republican/Conservative,2004
Pro-Growth Action Team,Pat Toomey (R-Pa),29189,0,29189,Solidly Republican/Conservative,2004
Democrats for the Future,Ellen O. Tauscher (D-Calif),28182,28182,0,Solidly Democrat/Liberal,2004
Commonwealth PAC,Gov. Mitt Romney (R-Mass),28000,0,28000,Solidly Republican/Conservative,2004
Washington Fund,Jennifer Dunn (R-Wa),27933,0,27933,Solidly Republican/Conservative,2004
District 20 Florida Federal PAC,Peter Deutsch (D-Fla),27000,27000,0,Solidly Democrat/Liberal,2004
Majority In Congress PAC,John L Mica (R-Fla),27000,0,27000,Solidly Republican/Conservative,2004
Jean A Carnahan PAC,ex-Sen. Jean Carnahan (D-Mo),27000,27000,0,Solidly Democrat/Liberal,2004
Summit PAC,Alan B Mollohan (D-Wva),27000,27000,0,Solidly Democrat/Liberal,2004
Heart PAC,Todd Tiahrt (R-Kan),26755,0,26755,Solidly Republican/Conservative,2004
Mainstream America PAC,John Breaux (D-La),26500,26500,0,Solidly Democrat/Liberal,2004
PAC for Democracy,Tom Lantos (D-Calif),26500,26500,0,Solidly Democrat/Liberal,2004
Prosperity Helps Inspire Liberty PAC,Phil English (R-Pa),26500,0,26500,Solidly Republican/Conservative,2004
Federalist PAC,Tom Feeney (R-Fla),25500,0,25500,Solidly Republican/Conservative,2004
Moderate Victory Fund,Dennis Cardoza (D-Calif),26230,26230,0,Solidly Democrat/Liberal,2004
John S Fund,John M. Shimkus (R-Ill),26000,0,26000,Solidly Republican/Conservative,2004
Rough Rider PAC,ex-Rep. Rick A Lazio (R-NY),26000,0,26000,Solidly Republican/Conservative,2004
RED PAC,Adam H Putnam (R-Fla),25500,0,25500,Solidly Republican/Conservative,2004
Stand Tall America PAC,Mac Thornberry (R-Texas),25000,0,25000,Solidly Republican/Conservative,2004
WesPAC,Wesley Clark (D),24500,24500,0,Solidly Democrat/Liberal,2004
Hudson Valley Victory Fund,Sue Kelly (R-NY),23000,0,23000,Solidly Republican/Conservative,2004
Bob Barr Leadership Fund,ex-Rep. Bob Barr (R-Ga),22750,0,22750,Solidly Republican/Conservative,2004
Friends of Bob Livingston PAC,ex-Rep. Robert L Livingston (R-La),22500,0,22500,Solidly Republican/Conservative,2004
DOC PAC,Phil Gingrey (R-Ga),22500,0,22500,Solidly Republican/Conservative,2004
House BackPAC,Sander Levin (D-Mich),21500,21500,0,Solidly Democrat/Liberal,2004
Advance the Majority PAC,Jeff Miller (R-Fla),21000,0,21000,Solidly Republican/Conservative,2004
One America PAC,Jim Turner (D-Texas),21000,21000,0,Solidly Democrat/Liberal,2004
Priority PAC,Mark Pryor (D-Ark),21000,21000,0,Solidly Democrat/Liberal,2004
Sunshine PAC,E Clay Shaw Jr. (R-Fla),21000,0,21000,Solidly Republican/Conservative,2004
Next Century Fund,Richard Burr (R-NC),21000,0,21000,Solidly Republican/Conservative,2004
The Titans Fund,Harold E Ford Jr (D-Tenn),20500,20500,0,Solidly Democrat/Liberal,2004
Principles Exalt A Nation PAC,Mike Pence (R-Ind),20500,0,20500,Solidly Republican/Conservative,2004
Narragansett Bay PAC,Jack Reed (D-RI),20000,20000,0,Solidly Democrat/Liberal,2004
Solutions America,ex-Mayor Rudolph W Giuliani (R-NYC),19500,0,19500,Solidly Republican/Conservative,2004
American Dream PAC,Henry Bonilla (R-Texas),18500,0,18500,Solidly Republican/Conservative,2004
TRUST PAC,Fred Upton (R-Mich),19000,0,19000,Solidly Republican/Conservative,2004
IRL PAC,Ileana Ros-Lehtinen (R-Fla),19000,0,19000,Solidly Republican/Conservative,2004
Robin PAC,Robin Hayes (R-NC),19000,0,19000,Solidly Republican/Conservative,2004
Building Our Opportunities Together PAC,Denny Rehberg (R-Mont),19000,0,19000,Solidly Republican/Conservative,2004
Moving America Forward,Bill Nelson (D-Fla),18950,18950,0,Solidly Democrat/Liberal,2004
Villaraigosa for Mayor,LA Council Member Antonio R Villaraigosa (D),18000,18000,0,Solidly Democrat/Liberal,2004
Fred D Thompson PAC,ex-Sen. Fred Thompson (R-Tenn),18000,0,18000,Solidly Republican/Conservative,2004
Victory PAC,C. W. Bill Young (R-Fla),17500,0,17500,Solidly Republican/Conservative,2004
VAT PAC,Joe Pitts (R-Pa),17000,0,17000,Solidly Republican/Conservative,2004
Eureka PAC,Ken Calvert (R-Calif),16000,0,16000,Solidly Republican/Conservative,2004
First Freedoms Fund,Ernest J. Istook (R-Okla),15374,0,15374,Solidly Republican/Conservative,2004
Citizens for a Competitive America,Fritz Hollings (D-SC),15000,15000,0,Solidly Democrat/Liberal,2004
American Leadership Council,Joe Knollenberg (R-Mich),14545,0,14545,Solidly Republican/Conservative,2004
New Jersey First,Frank R Lautenberg (D-NJ),14500,14500,0,Solidly Democrat/Liberal,2004
IowaPAC,Jim Nussle (R-Iowa),14155,0,14155,Solidly Republican/Conservative,2004
Abraham Lincoln Leadership PAC,Ray LaHood (R-Ill),14000,0,14000,Solidly Republican/Conservative,2004
Zia PAC,Steve Pearce (R-NM),14000,0,14000,Solidly Republican/Conservative,2004
Integrity Fund,Melissa Hart (R-Pa),13500,0,13500,Solidly Republican/Conservative,2004
West PAC,Diana DeGette (D-Colo),13000,13000,0,Solidly Democrat/Liberal,2004
SNOWPAC,Robert F. Bennett (R-Utah),13000,0,13000,Solidly Republican/Conservative,2004
Committee for Common Sense in Government,Bud Cramer (D-Ala),13000,13000,0,Solidly Democrat/Liberal,2004
Freedom Works PAC,ex-Rep. Dick Armey (R-Texas),13000,0,13000,Solidly Republican/Conservative,2004
Fund for a Responsible Future,ex-Rep. Thomas J Bliley Jr (R-Va),13000,0,13000,Solidly Republican/Conservative,2004
Florida Republican Leadership PAC,Mark Foley (R-Fla),12000,0,12000,Solidly Republican/Conservative,2004
One America Cmte,John Edwards (D-NC),12000,12000,0,Solidly Democrat/Liberal,2004
William Penn Leadership Fund,James C Greenwood (R-Pa),11100,0,11100,Solidly Republican/Conservative,2004
Gumbo PAC,Chris John (D-La),11000,11000,0,Solidly Democrat/Liberal,2004
Virginia Leadership PAC,Jim Moran (D-VA),11000,11000,0,Solidly Democrat/Liberal,2004
Badger PAC,Ron Kind (D-Wis),11000,11000,0,Solidly Democrat/Liberal,2004
NODAK PAC,Earl Pomeroy (D-ND),10500,10500,0,Solidly Democrat/Liberal,2004
CAP PAC,Carolyn McCarthy (D-NY),10500,10500,0,Solidly Democrat/Liberal,2004
Salt PAC,"John ""Chip"" Saltsman Jr.",10000,0,10000,Solidly Republican/Conservative,2004
Straight Talk America,John McCain (R-Ariz),10000,0,10000,Solidly Republican/Conservative,2004
Betty PAC,Betty McCollum (D-Minn),9500,9500,0,Solidly Democrat/Liberal,2004
Campaign for Maryland,Wayne T. Gilchrest (R-MD),9476,0,9476,Solidly Republican/Conservative,2004
Americans for Common Sense Government,Christopher Shays (R-Conn),8514,0,8514,Solidly Republican/Conservative,2004
Pastor's PAC,Ed Pastor (D-Ariz),8500,8500,0,Solidly Democrat/Liberal,2004
Evergreen Fund,ex-Rep. David E Bonior (D-Mich),8000,8000,0,Solidly Democrat/Liberal,2004
American Spirit,ex-Sen. Jesse Helms (R-NC),8000,0,8000,Solidly Republican/Conservative,2004
Haley's PAC,Gov. Haley Barbour (R-Miss),8000,0,8000,Solidly Republican/Conservative,2004
Smile PAC,Charles W. Norwood (R-Ga),8000,0,8000,Solidly Republican/Conservative,2004
Hoosier PAC,Dan Burton (R-Ind),7500,0,7500,Solidly Republican/Conservative,2004
LEGPAC,Ben Cardin (D-Md),7000,7000,0,Solidly Democrat/Liberal,2004
Mary's PAC,Mary Bono (R-Calif),7000,0,7000,Solidly Republican/Conservative,2004
WELPAC,Ernie Fletcher (R-Ky),6500,0,6500,Solidly Republican/Conservative,2004
Silicon Valley Leadership PAC,Mayor Ron Gonzales (D-Calif),6000,6000,0,Solidly Democrat/Liberal,2004
Liberty & Prosperity Inc,Douglas R Forrester (R-NJ),6000,0,6000,Solidly Republican/Conservative,2004
Oregon Smith Fund,ex-Rep. Bob Smith (R-Ore),6000,0,6000,Solidly Republican/Conservative,2004
Storm Chasers,Steve Buyer (R-Ind),5660,0,5660,Solidly Republican/Conservative,2004
"Renewing Opportunity, Trust & Hope",Steven R. Rothman (D-NJ),5500,5500,0,Solidly Democrat/Liberal,2004
Bonnie Watson Coleman For Assembly,,5425,5425,0,Solidly Democrat/Liberal,2004
Ocean State PAC,Jim Langevin (D-RI),5000,5000,0,Solidly Democrat/Liberal,2004
Minnesota Alliance of Republican Kennedy,Mark Kennedy (R-Minn),5000,0,5000,Solidly Republican/Conservative,2004
Common Sense Common Solutions,Kay Granger (R-Texas),5000,0,5000,Solidly Republican/Conservative,2004
California Aggressive Leadership PAC,Joe Baca (D-Calif),5000,5000,0,Solidly Democrat/Liberal,2004
21st Century Majority Fund,Johnny Isakson (R-GA),5000,0,5000,Solidly Republican/Conservative,2004
Live Free or Die PAC,ex-Sen. Bob Smith (R-NH),4600,0,4600,Solidly Republican/Conservative,2004
Archer's Arrows,ex-Mayor Dennis Archer (D-Detroit),4563,4563,0,Solidly Democrat/Liberal,2004
Denali PAC,Lisa Murkowski (R-Alaska),4000,0,4000,Solidly Republican/Conservative,2004
Forward PAC,Katherine Harris (R-Fla),4000,0,4000,Solidly Republican/Conservative,2004
Education & Opportunity Fund,David Wu (D-Ore),4000,4000,0,Solidly Democrat/Liberal,2004
Lone Star Fund,Martin Frost (D-Texas),3500,3500,0,Solidly Democrat/Liberal,2004
Spirit of Democratic Capitalism Fund,Cliff Stearns (R-Fla),3500,0,3500,Solidly Republican/Conservative,2004
Longhorn PAC,Lamar Smith (R-Texas),3250,0,3250,Solidly Republican/Conservative,2004
Road to Victory PAC,John J Duncan Jr (R-Tenn),3000,0,3000,Solidly Republican/Conservative,2004
TEX-USA Fund,Chet Edwards (D-Texas),3000,3000,0,Solidly Democrat/Liberal,2004
Empower People PAC,Ted Strickland (D-Ohio),3000,3000,0,Solidly Democrat/Liberal,2004
Hispanic Unity USA,Loretta Sanchez (D-CA),3000,3000,0,Solidly Democrat/Liberal,2004
Renew America PAC,ex-Sen. Alfonse M D'Amato (R-NY),3000,1000,2000,Leans Republican/Conservative,2004
Fund for a Free Market America,Phil Crane (R-Ill),2500,0,2500,Solidly Republican/Conservative,2004
John J Cullerton Federal Cmte,State Sen. John J. Cullerton (D-Ill),2500,2500,0,Solidly Democrat/Liberal,2004
Quinn PAC,Jack Quinn (R-NY),2500,0,2500,Solidly Republican/Conservative,2004
SCIPAC,Vernon J. Ehlers (R-Mich),2000,0,2000,Solidly Republican/Conservative,2004
Progressive Leadership for America,Dennis Moore (D-Kan),2000,2000,0,Solidly Democrat/Liberal,2004
House Managers PAC,Chris Cannon (R-Utah),2000,0,2000,Solidly Republican/Conservative,2004
Leadership 02,ex-V.P. Al Gore (D),2000,2000,0,Solidly Democrat/Liberal,2004
Victory America,ex-Gov. Carroll A Campbell Jr (R-SC),2000,0,2000,Solidly Republican/Conservative,2004
Committee for Democratic Action,ex-Sen. Howard M Metzenbaum (D-Ohio),1600,1600,0,Solidly Democrat/Liberal,2004
Rad PAC,George Radanovich (R-Calif),1000,0,1000,Solidly Republican/Conservative,2004
Kentucky PAC,Anne M Northup (R-Ky),1000,0,1000,Solidly Republican/Conservative,2004
San Diego PAC,Bob Filner (D-Calif),1000,1000,0,Solidly Democrat/Liberal,2004
Carolyn's PAC,Carolyn B. Maloney (D-NY),1000,1000,0,Solidly Democrat/Liberal,2004
Future PAC,William J Jefferson (D-La),1000,1000,0,Solidly Democrat/Liberal,2004
Palmetto Freedom PAC,Gresham Barrett (R-SC),1000,0,1000,Solidly Republican/Conservative,2004
Sacramento Valley Leadership Fund,Doug Ose (R-Calif),409,0,409,Solidly Republican/Conservative,2004
World Record Fund,Jim Ryun (R-Kan),-500,0,-500,Solidly Republican/Conservative,2004
