pac_name,affiliate,total,dem,repub,lean,year
Leadership that Listens PAC,Donna Edwards (D-Md),13000,13000,0,Solidly Democrat/Liberal,2008
3T PAC,Nick Rahall (D-WVa),12600,12600,0,Solidly Democrat/Liberal,2008
Alliance for the West,Larry Craig (R-Idaho),12500,0,12500,Solidly Republican/Conservative,2008
Carolyn's PAC,Carolyn B. Maloney (D-NY),12000,12000,0,Solidly Democrat/Liberal,2008
Road to Victory PAC,John J Duncan Jr (R-Tenn),11500,0,11500,Solidly Republican/Conservative,2008
ANSWER PAC,John Hall (D-NY),11500,11500,0,Solidly Democrat/Liberal,2008
Our Future PAC,Bart Gordon (D-Tenn),11500,11500,0,Solidly Democrat/Liberal,2008
Democrats Reshaping America,Linda Sanchez (D-Calif),11500,11500,0,Solidly Democrat/Liberal,2008
Excelsior Cmte,ex-Gov. Eliot Spitzer (D-NY),11300,11300,0,Solidly Democrat/Liberal,2008
Good Government for America,ex-Sen. George Allen (R-Va),11300,0,11300,Solidly Republican/Conservative,2008
Eureka PAC,Ken Calvert (R-Calif),11000,0,11000,Solidly Republican/Conservative,2008
Keystone Leadership PAC,ex-Rep. Michael G Fitzpatrick (R-PA),11000,0,11000,Solidly Republican/Conservative,2008
Badger Fund,Tom Petri (R-Wis),11000,0,11000,Solidly Republican/Conservative,2008
Education & Opportunity Fund,David Wu (D-Ore),10900,10900,0,Solidly Democrat/Liberal,2008
Kentucky Forward PAC,Ben Chandler (D-Ky),10900,10900,0,Solidly Democrat/Liberal,2008
Keystone PAC,Jim Gerlach (R-Pa),10500,0,10500,Solidly Republican/Conservative,2008
American Security PAC,Mike D. Rogers (R-Ala),10500,0,10500,Solidly Republican/Conservative,2008
American Dream PAC,ex-Rep. Henry Bonilla (R-Texas),10500,0,10500,Solidly Republican/Conservative,2008
21st Century Freedom PAC,Gov. George E. Pataki (R-NY),10000,0,10000,Solidly Republican/Conservative,2008
Federal Victory Fund,ex-Rep. Tom Davis (R-Va),10000,0,10000,Solidly Republican/Conservative,2008
SAXPAC,Jim Saxton (R-NJ),10000,0,10000,Solidly Republican/Conservative,2008
Acton PAC,Lynn A. Westmoreland (R-Ga),10000,0,10000,Solidly Republican/Conservative,2008
JOEPAC,Joe Pitts (R-Pa),10000,0,10000,Solidly Republican/Conservative,2008
Storm Chasers,Steve Buyer (R-Ind),10000,0,10000,Solidly Republican/Conservative,2008
One Voice,Barbara Lee (D-Calif),9900,9900,0,Solidly Democrat/Liberal,2008
Palmetto Freedom PAC,Gresham Barrett (R-SC),9400,0,9400,Solidly Republican/Conservative,2008
John J Cullerton Federal Cmte,State Sen. John J. Cullerton (D-Ill),9200,9200,0,Solidly Democrat/Liberal,2008
BARTLETT PAC,Roscoe G Bartlett (R-Md),8000,0,8000,Solidly Republican/Conservative,2008
Palmetto PAC,John M Spratt Jr (D-SC),9000,9000,0,Solidly Democrat/Liberal,2008
BOSPAC,Leonard L Boswell (D-Iowa),8900,8900,0,Solidly Democrat/Liberal,2008
Show Me PAC,Sam Graves (R-MO),8600,0,8600,Solidly Republican/Conservative,2008
Rich PAC,ex-Rep. Richard W Pombo (R-Calif),8500,0,8500,Solidly Republican/Conservative,2008
WesPAC,Wesley Clark (D),8239,8239,0,Solidly Democrat/Liberal,2008
Building Roads & Infrastructure PAC,Brian M. Higgins (D-NY),8000,8000,0,Solidly Democrat/Liberal,2008
Denali Leadership PAC,Lisa Murkowski (R-Alaska),8000,0,8000,Solidly Republican/Conservative,2008
Dutch PAC,Dutch Ruppersberger (D-Md),8000,8000,0,Solidly Democrat/Liberal,2008
Taking the Hill PAC,Patrick J. Murphy (D-Pa),6500,6500,0,Solidly Democrat/Liberal,2008
DOC PAC,Phil Gingrey (R-Ga),7500,0,7500,Solidly Republican/Conservative,2008
New Vision America Fund,Mike Honda (D-Calif),7500,7500,0,Solidly Democrat/Liberal,2008
SCIPAC,Vernon J. Ehlers (R-Mich),7500,0,7500,Solidly Republican/Conservative,2008
Fund for a Responsible Future,ex-Rep. Thomas J Bliley Jr (R-Va),7500,0,7500,Solidly Republican/Conservative,2008
Committee for Leadership & Progress,Nita M. Lowey (D-NY),7126,7126,0,Solidly Democrat/Liberal,2008
Sunshine PAC,ex-Rep. E Clay Shaw Jr. (R-Fla),7000,0,7000,Solidly Republican/Conservative,2008
Millenium Leadership PAC,Alcee L Hastings (D-Fla),7000,7000,0,Solidly Democrat/Liberal,2008
New South Leadership PAC,G K Butterfield (D-NC),6500,6500,0,Solidly Democrat/Liberal,2008
San Diego PAC,Bob Filner (D-Calif),6000,6000,0,Solidly Democrat/Liberal,2008
United for Progress Leadership Cmte,Jerry F. Costello (D-Ill),6000,6000,0,Solidly Democrat/Liberal,2008
Riptide PAC,Brian P. Bilbray (R-Calif),6000,0,6000,Solidly Republican/Conservative,2008
Cactus PAC,Ed Pastor (D-Ariz),6000,6000,0,Solidly Democrat/Liberal,2008
CARE PAC,Ralph Regula (R-Ohio),5750,0,5750,Solidly Republican/Conservative,2008
Controller Laura Chick Officeholder Cmte,Controller Laura Chick (D-Los Angeles),5600,5600,0,Solidly Democrat/Liberal,2008
Committee for Southwest Virginia,Rick Boucher (D-Va),5500,5500,0,Solidly Democrat/Liberal,2008
Peak PAC,Mark Udall (D-Colo),5100,5100,0,Solidly Democrat/Liberal,2008
Truedem Leadership Fund,Marcy Kaptur (D-Ohio),5000,5000,0,Solidly Democrat/Liberal,2008
Pete's PAC,Pete V. Domenici (R-NM),5000,0,5000,Solidly Republican/Conservative,2008
World Record Fund,ex-Rep. Jim Ryun (R-Kan),5000,0,5000,Solidly Republican/Conservative,2008
Kentucky PAC,ex-Rep. Anne M Northup (R-Ky),5000,0,5000,Solidly Republican/Conservative,2008
Hudson Valley Victory Fund,ex-Rep. Sue Kelly (R-NY),5000,0,5000,Solidly Republican/Conservative,2008
Dam PAC,Jon Porter (R-Nev),5000,0,5000,Solidly Republican/Conservative,2008
Dunn PAC,ex-Rep. Jennifer Dunn (R-Wa),4800,0,4800,Solidly Republican/Conservative,2008
GIN-PAC,Ginny Brown-Waite (R-Fla),4700,0,4700,Solidly Republican/Conservative,2008
PAC for Democracy,ex-Rep. Tom Lantos (D-Calif),4600,4600,0,Solidly Democrat/Liberal,2008
National Org to Retain the Majority,Norm Dicks (D-Wash),4600,4600,0,Solidly Democrat/Liberal,2008
Arkansas for Leadership,John Boozman (R-Ark),4500,0,4500,Solidly Republican/Conservative,2008
Zia PAC,Steve Pearce (R-NM),4000,0,4000,Solidly Republican/Conservative,2008
Fred D Thompson PAC,ex-Sen. Fred Thompson (R-Tenn),4000,0,4000,Solidly Republican/Conservative,2008
Velazquez Victory Fund,Nydia M. Velazquez (D-NY),4000,4000,0,Solidly Democrat/Liberal,2008
Just Permanent Interests PAC,William L Clay Jr (D-Mo),4000,4000,0,Solidly Democrat/Liberal,2008
Progressive Victory Fund,Maurice Hinchey (D-NY),4000,4000,0,Solidly Democrat/Liberal,2008
Texas First PAC,Henry Cuellar (D-Texas),4000,4000,0,Solidly Democrat/Liberal,2008
GOLD PAC,Sanford D Bishop Jr (D-Ga),3000,3000,0,Solidly Democrat/Liberal,2008
California Aggressive Leadership PAC,Joe Baca (D-Calif),3000,3000,0,Solidly Democrat/Liberal,2008
Hoosier PAC,Dan Burton (R-Ind),3000,0,3000,Solidly Republican/Conservative,2008
Leading Us In Success PAC,Luis Fortuno (R-PR),3000,0,3000,Solidly Republican/Conservative,2008
Patriot Fund,Rick Renzi (R-Ariz),3000,0,3000,Solidly Republican/Conservative,2008
New American Leadership Fund,Mark Kirk (R-Ill),3000,0,3000,Solidly Republican/Conservative,2008
Betty PAC,Betty McCollum (D-Minn),2952,2952,0,Solidly Democrat/Liberal,2008
Back America's Conservatives PAC,ex-Rep. Richard Baker (R-La),2500,0,2500,Solidly Republican/Conservative,2008
Believe US PAC,Barbara Ann Radnofsky (D-Texas),2372,2372,0,Solidly Democrat/Liberal,2008
Mitch for Governor,Gov. Mitch Daniels (R-Ind),2300,0,2300,Solidly Republican/Conservative,2008
Summit PAC,Alan B Mollohan (D-Wva),2000,2000,0,Solidly Democrat/Liberal,2008
Motivating Energetic Leadership PAC,Melvin L. Watt (D-NC),2000,2000,0,Solidly Democrat/Liberal,2008
Lone Star Leadership PAC,Michael Burgess (R-Texas),2000,0,2000,Solidly Republican/Conservative,2008
Serving America's Citizens PAC,Dan Lungren (R-Calif),2000,0,2000,Solidly Republican/Conservative,2008
COLDPAC,James T Walsh (R-NY),2000,0,2000,Solidly Republican/Conservative,2008
Rad PAC,George Radanovich (R-Calif),2000,0,2000,Solidly Republican/Conservative,2008
American Leadership Council,Joe Knollenberg (R-Mich),2000,0,2000,Solidly Republican/Conservative,2008
Attain the Majority PAC,Jeff Miller (R-Fla),2000,0,2000,Solidly Republican/Conservative,2008
Wisconsin Leadership PAC,F James Sensenbrenner Jr. (R-Wis),1854,0,1854,Solidly Republican/Conservative,2008
Jean A Carnahan PAC,ex-Sen. Jean Carnahan (D-Mo),1500,1500,0,Solidly Democrat/Liberal,2008
Tennessee Leadership PAC,ex-Rep. Van Hilleary (R-Tenn),1500,0,1500,Solidly Republican/Conservative,2008
Forward America PAC,ex-Gov. Tommy Thompson (R-Wis),1175,0,1175,Solidly Republican/Conservative,2008
Fund for All Americans,ex-Gov. Thomas Kean (R-NJ),1000,0,1000,Solidly Republican/Conservative,2008
Progressive Americans for Democracy,Peter DeFazio (D-Ore),1000,1000,0,Solidly Democrat/Liberal,2008
One America PAC,ex-Rep. Jim Turner (D-Texas),1000,1000,0,Solidly Democrat/Liberal,2008
Building Our Opportunities Together PAC,Denny Rehberg (R-Mont),1000,0,1000,Solidly Republican/Conservative,2008
Pro-Growth Action Team,ex-Rep. Pat Toomey (R-Pa),600,0,600,Solidly Republican/Conservative,2008
For Our Republic's Traditions Fund,Jeff Fortenberry (R-Neb),600,0,600,Solidly Republican/Conservative,2008
Campaign for Maryland,Wayne T. Gilchrest (R-MD),515,515,0,Solidly Democrat/Liberal,2008
Citizens for a Competitive America,ex-Sen. Fritz Hollings (D-SC),500,500,0,Solidly Democrat/Liberal,2008
Straight Talk America,John McCain (R-Ariz),-2500,0,-2500,Solidly Republican/Conservative,2008
