pac_name,affiliate,total,dem,repub,lean,year
Victory in November Election PAC,Mike Thompson (D-Calif),240000,240000,0,Solidly Democrat/Liberal,2008
Hawkeye PAC,Chuck Grassley (R-Iowa),239000,0,239000,Solidly Republican/Conservative,2008
LA PAC,Henry A. Waxman (D-Calif),231500,231500,0,Solidly Democrat/Liberal,2008
Majority Initiative-Keep Electing Repubs,Mike Rogers (R-Mich),231500,0,231500,Solidly Republican/Conservative,2008
Free & Strong America PAC,ex-Gov. Mitt Romney (R-),230226,0,230226,Solidly Republican/Conservative,2008
KITPAC,"Christopher ""Kit"" Bond (R-MO)",229000,0,229000,Solidly Republican/Conservative,2008
SNOWPAC,Robert F. Bennett (R-Utah),225500,0,225500,Solidly Republican/Conservative,2008
House Conservatives Fund,Tom Feeney (R-Fla),225000,0,225000,Solidly Republican/Conservative,2008
Green Mountain PAC,Patrick Leahy (D-Vt),220000,220000,0,Solidly Democrat/Liberal,2008
New Millennium PAC,Robert Menendez (D-NJ),215000,215000,0,Solidly Democrat/Liberal,2008
Freedom & Democracy Fund,Mel Martinez (R-Fla),212000,0,212000,Solidly Republican/Conservative,2008
Glacier PAC,Max Baucus (D-Mont),210500,210500,0,Solidly Democrat/Liberal,2008
Leadership 21,John Tanner (D-Tenn),207000,207000,0,Solidly Democrat/Liberal,2008
DANPAC,Daniel K Inouye (D-Hawaii),205000,195000,10000,Solidly Democrat/Liberal,2008
Committee for a Livable Future,Earl Blumenauer (D-Ore),200499,200499,0,Solidly Democrat/Liberal,2008
21st Century Majority Fund,Johnny Isakson (R-GA),199500,0,199500,Solidly Republican/Conservative,2008
M-PAC,Patty Murray (D-Wash),198500,198500,0,Solidly Democrat/Liberal,2008
Narragansett Bay PAC,Jack Reed (D-RI),195000,195000,0,Solidly Democrat/Liberal,2008
Alamo PAC,John Cornyn (R-Texas),195000,0,195000,Solidly Republican/Conservative,2008
Leadership in the New Century,Blanche Lincoln (D-Ark),194500,194500,0,Solidly Democrat/Liberal,2008
Rhode Island Hope PAC,Sheldon Whitehouse (D-RI),192500,192500,0,Solidly Democrat/Liberal,2008
Tallatchee Creek Inc,Jeff Sessions (R-Ala),192000,0,192000,Solidly Republican/Conservative,2008
TACPAC,Tom Coburn (R-Okla),189500,0,189500,Solidly Republican/Conservative,2008
New PAC,Devin Nunes (R-Calif),184500,0,184500,Solidly Republican/Conservative,2008
America's Leadership PAC,Deborah Ann Stabenow (D-Mich),184000,184000,0,Solidly Democrat/Liberal,2008
Together for Our Majority,Tom Reynolds (R-NY),180500,0,180500,Solidly Republican/Conservative,2008
To Organize a Majority PAC,Tom Harkin (D-Iowa),178500,178500,0,Solidly Democrat/Liberal,2008
First State PAC,Tom Carper (D-Del),174500,174500,0,Solidly Democrat/Liberal,2008
Prosperity PAC,Paul Ryan (R-Wis),173500,0,173500,Solidly Republican/Conservative,2008
Northstar Leadership PAC,Norm Coleman (R-Minn),173500,0,173500,Solidly Republican/Conservative,2008
Forward Together PAC,ex-Gov. Mark Warner (D-Va),173200,173200,0,Solidly Democrat/Liberal,2008
Follow the North Star Fund,Amy Klobuchar (D-Minn),170100,170100,0,Solidly Democrat/Liberal,2008
New Republican Majority Fund,Trent Lott (R-Miss),170000,0,170000,Solidly Republican/Conservative,2008
Help America's Leaders,Hal Rogers (R-Ky),168500,3000,165500,Solidly Republican/Conservative,2008
Dirigo PAC,Susan Collins (R-Maine),166000,0,166000,Solidly Republican/Conservative,2008
Republican Majority Fund,Saxby Chambliss (R-Ga),163000,0,163000,Solidly Republican/Conservative,2008
Impact America,Gordon H Smith (R-Ore),162500,0,162500,Solidly Republican/Conservative,2008
Conservative Victory Fund,ex-Rep. Steven D Symms (R-Idaho),161109,0,161109,Solidly Republican/Conservative,2008
Wolverine PAC,John D. Dingell (D-Mich),161100,161100,0,Solidly Democrat/Liberal,2008
Political Hall of Fame PAC,Jim Bunning (R-Ky),160000,0,160000,Solidly Republican/Conservative,2008
Northern Lights PAC,Ted Stevens (R-Alaska),159500,0,159500,Solidly Republican/Conservative,2008
Harvest PAC,Allen Boyd (D-Fla),157516,155516,2000,Solidly Democrat/Liberal,2008
Our Congress PAC,Mike Ross (D-Ark),157500,157500,0,Solidly Democrat/Liberal,2008
Help Elect America's Team PAC,Kendrick B Meek (D-Fla),157224,157224,0,Solidly Democrat/Liberal,2008
Longhorn PAC,Lamar Smith (R-Texas),156146,0,156146,Solidly Republican/Conservative,2008
BEAN PAC,Melissa Bean (D-Ill),154000,154000,0,Solidly Democrat/Liberal,2008
Rock City PAC,Bob Corker (R-Tenn),154800,0,154800,Solidly Republican/Conservative,2008
New Jersey First,Frank R Lautenberg (D-NJ),150750,150750,0,Solidly Democrat/Liberal,2008
Principles Exalt A Nation PAC,Mike Pence (R-Ind),149000,0,149000,Solidly Republican/Conservative,2008
DAKPAC,Kent Conrad (D-ND),149000,149000,0,Solidly Democrat/Liberal,2008
Big Tent PAC,Arlen Specter (R-Pa),145000,8000,137000,Solidly Republican/Conservative,2008
Leadership Circle PAC,Elizabeth Dole (R-NC),145000,0,145000,Solidly Republican/Conservative,2008
John S Fund,John M. Shimkus (R-Ill),143000,0,143000,Solidly Republican/Conservative,2008
Jazz PAC,Mary L. Landrieu (D-La),137000,137000,0,Solidly Democrat/Liberal,2008
Rocky Mountain PAC,Ken Salazar (D-Colo),137500,137500,0,Solidly Democrat/Liberal,2008
White Mountain PAC,Judd Gregg (R-NH),137500,0,137500,Solidly Republican/Conservative,2008
Great Plains Leadership Fund,Byron L. Dorgan (D-ND),137250,137250,0,Solidly Democrat/Liberal,2008
Bart's Bridge PAC,Bart Stupak (D-Mich),135655,134655,1000,Solidly Democrat/Liberal,2008
Keystone America PAC,Bob Casey (D-Pa),132800,132800,0,Solidly Democrat/Liberal,2008
Preserving America's Traditions,Pat Roberts (R-Kan),132000,0,132000,Solidly Republican/Conservative,2008
Fund for America's Future,Lindsey Graham (R-SC),131250,0,131250,Solidly Republican/Conservative,2008
Buckeye PAC,George V Voinovich (R-Ohio),123500,0,123500,Solidly Republican/Conservative,2008
Friends of Phil Gramm,ex-Sen. Phil Gramm (R-Texas),123500,0,123500,Solidly Republican/Conservative,2008
Priority PAC,Mark Pryor (D-Ark),123400,123400,0,Solidly Democrat/Liberal,2008
Daniel Webster PAC,John E Sununu (R-NH),123000,0,123000,Solidly Republican/Conservative,2008
Moving America Forward,Bill Nelson (D-Fla),122365,122365,0,Solidly Democrat/Liberal,2008
Unite Our States,Joe Biden (D-Del),119386,119386,0,Solidly Democrat/Liberal,2008
Jerry's PAC,Jerrold Nadler (D-NY),116500,116500,0,Solidly Democrat/Liberal,2008
Progressive Choices PAC,Jan Schakowsky (D-Ill),117500,117500,0,Solidly Democrat/Liberal,2008
American Success PAC,David Dreier (R-Calif),116000,2000,114000,Solidly Republican/Conservative,2008
Reuniting Our Country PAC,Joe Lieberman (I-Conn),115000,90000,25000,Leans Democrat/Liberal,2008
Pioneer PAC,Dave Hobson (R-Ohio),114608,0,114608,Solidly Republican/Conservative,2008
TRUST PAC,Fred Upton (R-Mich),112452,0,112452,Solidly Republican/Conservative,2008
Fund for the Majority,Dianne Feinstein (D-Calif),109000,109000,0,Solidly Democrat/Liberal,2008
Future Leaders PAC,Jerry Lewis (R-Calif),107500,0,107500,Solidly Republican/Conservative,2008
Leadership of Today & Tomorrow,Xavier Becerra (D-Calif),106000,106000,0,Solidly Democrat/Liberal,2008
Silver State 21st Century PAC,Shelley Berkley (D-Nev),106000,106000,0,Solidly Democrat/Liberal,2008
Committee for a Democratic Majority,Edward M. Kennedy (D-Mass),103800,103800,0,Solidly Democrat/Liberal,2008
Treasure State PAC,Jon Tester (D-Mont),100999,100999,0,Solidly Democrat/Liberal,2008
Building A Majority PAC,Barbara A. Mikulski (D-Md),100500,100500,0,Solidly Democrat/Liberal,2008
IRL PAC,Ileana Ros-Lehtinen (R-Fla),100000,0,100000,Solidly Republican/Conservative,2008
Democrats for the Future,Ellen O. Tauscher (D-Calif),99935,99935,0,Solidly Democrat/Liberal,2008
Moderate Victory Fund,Dennis Cardoza (D-Calif),99500,93500,6000,Solidly Democrat/Liberal,2008
Secure PAC,Bennie G. Thompson (D-Miss),98300,98300,0,Solidly Democrat/Liberal,2008
CONA PAC,Mike Conaway (R-Texas),95000,0,95000,Solidly Republican/Conservative,2008
We the People PAC,Allyson Schwartz (D-Pa),95000,95000,0,Solidly Democrat/Liberal,2008
Campaign for Our Country,John Kerry (D-Mass),93500,93500,0,Solidly Democrat/Liberal,2008
Voice for Freedom,Tom Price (R-Ga),93000,0,93000,Solidly Republican/Conservative,2008
Good Fund,Bob Goodlatte (R-VA),92000,1000,91000,Solidly Republican/Conservative,2008
Midnight Sun,Don Young (R-Alaska),89000,1000,88000,Solidly Republican/Conservative,2008
Renew America PAC,ex-Sen. Alfonse M D'Amato (R-NY),88300,31000,57300,Leans Republican/Conservative,2008
All America PAC,Evan Bayh (D-Ind),86997,86997,0,Solidly Democrat/Liberal,2008
Fund for American Opportunity,ex-Sen. Spencer Abraham (R-Mich),86900,0,86900,Solidly Republican/Conservative,2008
CARTER PAC,John Carter (R-Texas),85000,0,85000,Solidly Republican/Conservative,2008
Show-Me Fund,Ike Skelton (D-Mo),84200,83200,1000,Solidly Democrat/Liberal,2008
Calumet PAC,Pete Visclosky (D-Ind),84100,84100,0,Solidly Democrat/Liberal,2008
Majority Cmte PAC,Kevin McCarthy (R-Calif),84000,0,84000,Solidly Republican/Conservative,2008
Nebraska Leadership PAC,Ben Nelson (D-Neb),83500,83500,0,Solidly Democrat/Liberal,2008
Rhode Island PAC,Patrick J. Kennedy (D-RI),80500,80500,0,Solidly Democrat/Liberal,2008
Keystone Fund,Mike Doyle (D-Pa),79300,79300,0,Solidly Democrat/Liberal,2008
Majority In Congress PAC,John L Mica (R-Fla),79000,0,79000,Solidly Republican/Conservative,2008
HERGER PAC,Wally Herger (R-Calif),78629,0,78629,Solidly Republican/Conservative,2008
Buckeye Liberty PAC,Pat Tiberi (R-Ohio),77500,1000,76500,Solidly Republican/Conservative,2008
Penguin PAC,Tim Ryan (D-Ohio),74700,74700,0,Solidly Democrat/Liberal,2008
Aloha PAC,Neil Abercrombie (D-Hawaii),75500,75500,0,Solidly Democrat/Liberal,2008
GOP Generation Y Fund,State Rep. Aaron Schock (R-Ill),75250,0,75250,Solidly Republican/Conservative,2008
Freedom & Security PAC,John Kline (R-Minn),74000,0,74000,Solidly Republican/Conservative,2008
13th Colony Leadership Cmte,Jack Kingston (R-Ga),73687,0,73687,Solidly Republican/Conservative,2008
"Jobs, Economy & Budget Fund",Jeb Hensarling (R-Texas),73000,0,73000,Solidly Republican/Conservative,2008
Mesabi Fund,James L Oberstar (D-Minn),72861,72861,0,Solidly Democrat/Liberal,2008
Holding Onto Oregon's Priorities,Ron Wyden (D-Ore),70500,70500,0,Solidly Democrat/Liberal,2008
Shore PAC,Frank Pallone Jr (D-NJ),70200,70200,0,Solidly Democrat/Liberal,2008
Right Track PAC,Marion Berry (D-Ark),67534,67534,0,Solidly Democrat/Liberal,2008
New Republican Majority Fund,ex-Sen. Trent Lott (R-Miss),68500,0,68500,Solidly Republican/Conservative,2008
MINT PAC,James W DeMint (R-SC),65999,0,65999,Solidly Republican/Conservative,2008
Missourians for Accountability & Change,Claire McCaskill (D-Mo),63100,63100,0,Solidly Democrat/Liberal,2008
CHRIS PAC,Chris Dodd (D-Conn),63000,63000,0,Solidly Democrat/Liberal,2008
Stand Tall America PAC,Mac Thornberry (R-Texas),62500,0,62500,Solidly Republican/Conservative,2008
Ohio's 17 Star PAC,ex-Sen. Mike DeWine (R-Ohio),62500,0,62500,Solidly Republican/Conservative,2008
Leadership for America's Future,John Shadegg (R-Ariz),61000,0,61000,Solidly Republican/Conservative,2008
Louisiana Reform PAC,David Vitter (R-LA),61000,0,61000,Solidly Republican/Conservative,2008
For America's Republican Majority,Tom Latham (R-Iowa),60988,0,60988,Solidly Republican/Conservative,2008
Competitive Edge PAC,Gov. Janet Napolitano (D-AZ),60100,60100,0,Solidly Democrat/Liberal,2008
Leadership Encouraging Excellence PAC,ex-Rep. Nancy L Johnson (R-Conn),60000,0,60000,Solidly Republican/Conservative,2008
Congressional Majority Cmte,ex-Rep. Bill Thomas (R-Calif),59863,0,59863,Solidly Republican/Conservative,2008
Born Fighting PAC,James Webb (D-Va),58391,58391,0,Solidly Democrat/Liberal,2008
Valley PAC,Collin C. Peterson (D-Minn),55234,55234,0,Solidly Democrat/Liberal,2008
America's Foundation,ex-Sen. Rick Santorum (R-Pa),53500,0,53500,Solidly Republican/Conservative,2008
Liberty PAC (Ron Paul),Ron Paul (R-Texas),50000,0,50000,Solidly Republican/Conservative,2008
Transfund PAC,Carolyn Cheeks Kilpatrick (D-Mich),49100,49100,0,Solidly Democrat/Liberal,2008
America Forward PAC,John Conyers Jr (D-Mich),51030,51030,0,Solidly Democrat/Liberal,2008
LEGPAC,Ben Cardin (D-Md),50485,50485,0,Solidly Democrat/Liberal,2008
Build America PAC,Gregory W. Meeks (D-NY),49737,49737,0,Solidly Democrat/Liberal,2008
Committee for a Progressive Congress,David R Obey (D-Wis),49500,49500,0,Solidly Democrat/Liberal,2008
Hispanic Unity USA,Loretta Sanchez (D-CA),49000,49000,0,Solidly Democrat/Liberal,2008
Sharp Pencil PAC,Howard Coble (R-NC),49000,0,49000,Solidly Republican/Conservative,2008
Citizens for Action,Paul E. Kanjorski (D-PA),48000,48000,0,Solidly Democrat/Liberal,2008
Haley's PAC,Gov. Haley Barbour (R-Miss),47500,0,47500,Solidly Republican/Conservative,2008
Keep Our Mission PAC,ex-Rep. Dennis Hastert (R-Ill),46800,0,46800,Solidly Republican/Conservative,2008
Bob Barr Leadership Fund,ex-Rep. Bob Barr (R-Ga),41300,1000,40300,Solidly Republican/Conservative,2008
Committee for Restoring Confidence in Gov,Artur Davis (D-Ala),45500,45500,0,Solidly Democrat/Liberal,2008
People Helping People,Maxine Waters (D-Calif),46000,46000,0,Solidly Democrat/Liberal,2008
Restore America PAC,Sam Brownback (R-Kan),46000,0,46000,Solidly Republican/Conservative,2008
People's House PAC,Tammy Baldwin (D-Wis),46000,46000,0,Solidly Democrat/Liberal,2008
Silk PAC,Bill Pascrell Jr (D-NJ),44900,44900,0,Solidly Democrat/Liberal,2008
NODAK PAC,Earl Pomeroy (D-ND),44750,44750,0,Solidly Democrat/Liberal,2008
Milead Fund,Peter Hoekstra (R-Mich),44362,0,44362,Solidly Republican/Conservative,2008
Mass PAC,Michael E Capuano (D-Mass),44000,44000,0,Solidly Democrat/Liberal,2008
Badger PAC,Ron Kind (D-Wis),43300,43300,0,Solidly Democrat/Liberal,2008
CHIP PAC,Charles W (Chip) Pickering Jr (R-Miss),43200,0,43200,Solidly Republican/Conservative,2008
New Apollo Energy,Jay Inslee (D-Wash),42000,42000,0,Solidly Democrat/Liberal,2008
OCPAC,John Campbell (R-Calif),41300,0,41300,Solidly Republican/Conservative,2008
Invest in a Strong & Secure America,Darrell Issa (R-Calif),41000,0,41000,Solidly Republican/Conservative,2008
Virginia Leadership PAC,Jim Moran (D-VA),41000,41000,0,Solidly Democrat/Liberal,2008
Promoting Republicans You Can Elect,Deborah Pryce (R-Ohio),39376,0,39376,Solidly Republican/Conservative,2008
Mill to the Hill PAC,Mike Michaud (D-Maine),38500,38500,0,Solidly Democrat/Liberal,2008
SecureUS,Jane Harman (D-Calif),38000,38000,0,Solidly Democrat/Liberal,2008
Solutions America,ex-Mayor Rudolph W Giuliani (R-NYC),38000,0,38000,Solidly Republican/Conservative,2008
New Leadership for America,ex-Sen Tom Daschle (D-SD),42500,42500,0,Solidly Democrat/Liberal,2008
DENT PAC,Charlie Dent (R-Pa),37185,0,37185,Solidly Republican/Conservative,2008
CAP PAC,Carolyn McCarthy (D-NY),36300,36300,0,Solidly Democrat/Liberal,2008
Volunteer PAC,ex-Sen. Bill Frist (R-Tenn),36000,0,36000,Solidly Republican/Conservative,2008
Moving Phoenix Forward PAC,Mayor Phil Gordon (D-Phoenix),34600,32300,2300,Solidly Democrat/Liberal,2008
3rd & Long,Heath Shuler (D-NC),34300,34300,0,Solidly Democrat/Liberal,2008
ZackPAC,Robert Wexler (D-Fla),33000,33000,0,Solidly Democrat/Liberal,2008
Peace Through Strength PAC,Duncan Hunter (R-Calif),32521,0,32521,Solidly Republican/Conservative,2008
United for A Strong America,Adam Schiff (D-Calif),32509,32509,0,Solidly Democrat/Liberal,2008
"Renewing Opportunity, Trust & Hope",Steven R. Rothman (D-NJ),32500,32500,0,Solidly Democrat/Liberal,2008
Changing Tide Cmte,Wayne Allard (R-Colo),32000,0,32000,Solidly Republican/Conservative,2008
Champions of American Freedom PAC,Thad McCotter (R-Mich),32000,0,32000,Solidly Republican/Conservative,2008
Brave PAC,David Scott (D-Ga),30000,30000,0,Solidly Democrat/Liberal,2008
GreggPAC,Gregg Harper (R-Miss),31000,0,31000,Solidly Republican/Conservative,2008
Democracy Believers PAC,Lincoln Diaz-Balart (R-Fla),31000,0,31000,Solidly Republican/Conservative,2008
Americans for Republican Leadership,Mike Ferguson (R-NJ),31000,0,31000,Solidly Republican/Conservative,2008
Common Sense Common Solutions,Kay Granger (R-Texas),30813,0,30813,Solidly Republican/Conservative,2008
Senate Conservatives Fund,James W DeMint (R-SC),30000,0,30000,Solidly Republican/Conservative,2008
Bringing Leadership Back PAC,Bruce Braley (D-Iowa),29000,29000,0,Solidly Democrat/Liberal,2008
Great American Fund,Dan Boren (D-Okla),30000,30000,0,Solidly Democrat/Liberal,2008
Ohio's Future PAC,ex-Rep. Rob Portman (R-Ohio),29300,0,29300,Solidly Republican/Conservative,2008
Bill PAC (Shuster),Bill Shuster (R-Pa),29000,0,29000,Solidly Republican/Conservative,2008
Huck PAC,ex-Gov. Mike Huckabee (R-),28941,630,28311,Solidly Republican/Conservative,2008
Jack PAC,ex-Rep. Jack Quinn (R-NY),28600,0,28600,Solidly Republican/Conservative,2008
Robin PAC,Robin Hayes (R-NC),28500,0,28500,Solidly Republican/Conservative,2008
Prosperity Helps Inspire Liberty PAC,Phil English (R-Pa),28000,0,28000,Solidly Republican/Conservative,2008
Arch Leadership PAC,Russ Carnahan (D-Mo),27875,27875,0,Solidly Democrat/Liberal,2008
Defending America's Future PAC,Steve Israel (D-NY),23800,23800,0,Solidly Democrat/Liberal,2008
Serving with a Mainstream Perspective PAC,Charles J Melancon (D-La),25800,25800,0,Solidly Democrat/Liberal,2008
Grow America PAC,Terry Everett (R-Ala),25750,0,25750,Solidly Republican/Conservative,2008
Red Rooster Leadership PAC,Nathan Deal (R-Ga),25600,0,25600,Solidly Republican/Conservative,2008
"Progress, Vision & Commitment",Lt. Gov. Diane Denish (D-NM),25500,25500,0,Solidly Democrat/Liberal,2008
Sandhills PAC,Chuck Hagel (R-Neb),25250,0,25250,Solidly Republican/Conservative,2008
Leadership Empowerment & Development PAC,Charlie A. Gonzalez (D-Texas),25000,25000,0,Solidly Democrat/Liberal,2008
Southern California Fund,Brad Sherman (D-Calif),24457,24457,0,Solidly Democrat/Liberal,2008
Midwest Values PAC,Al Franken (D-Minn),24000,24000,0,Solidly Democrat/Liberal,2008
Ocean State PAC,Jim Langevin (D-RI),24000,24000,0,Solidly Democrat/Liberal,2008
Leadership PAC 2006,ex-Rep. Michael G Oxley (R-Ohio),23660,1000,22660,Solidly Republican/Conservative,2008
Responsibility & Freedom Work PAC,Roger Wicker (R-Miss),23500,0,23500,Solidly Republican/Conservative,2008
House BackPAC,Sander Levin (D-Mich),23000,23000,0,Solidly Democrat/Liberal,2008
ANDER PAC,Ander Crenshaw (R-Fla),22500,0,22500,Solidly Republican/Conservative,2008
Conservative Principles PAC,Steven A. King (R-Iowa),22500,0,22500,Solidly Republican/Conservative,2008
Mary's PAC,Mary Bono Mack (R-Calif),22300,0,22300,Solidly Republican/Conservative,2008
TexasPAC,Randy Neugebauer (R-Texas),22249,0,22249,Solidly Republican/Conservative,2008
Deep Blue,Joe Sestak (D-Pa),21000,21000,0,Solidly Democrat/Liberal,2008
Latina Sol PAC,Hilda L. Solis (D-Calif),20600,20600,0,Solidly Democrat/Liberal,2008
Vision for Tomorrow Fund,John Linder (R-Ga),19500,0,19500,Solidly Republican/Conservative,2008
House Majority Fund,John Lewis (D-Ga),19000,19000,0,Solidly Democrat/Liberal,2008
People Helping Illinois Lead PAC,Phil Hare (D-Ill),18600,18600,0,Solidly Democrat/Liberal,2008
Wedge PAC,Marsha Blackburn (R-Tenn),18300,0,18300,Solidly Republican/Conservative,2008
GeorgiaPAC,Jim Marshall (D-Ga),18000,18000,0,Solidly Democrat/Liberal,2008
Vote to Elect Republicans Now PAC,Vernon Buchanan (R-Fla),18000,0,18000,Solidly Republican/Conservative,2008
Madison PAC (Neal),Richard E. Neal (D-Mass),18000,18000,0,Solidly Democrat/Liberal,2008
Ranger PAC,Geoff Davis (R-Ky),18000,0,18000,Solidly Republican/Conservative,2008
Thoroughbred PAC,Ed Whitfield (R-Ky),17600,0,17600,Solidly Republican/Conservative,2008
Renew Ohio PAC,Zachary Space (D-Ohio),17500,17500,0,Solidly Democrat/Liberal,2008
Committee for a Democratic Future,Rosa L DeLauro (D-Conn),17500,17500,0,Solidly Democrat/Liberal,2008
Rough Rider PAC,ex-Rep. Rick A Lazio (R-NY),17400,0,17400,Solidly Republican/Conservative,2008
Spirit of Democratic Capitalism Fund,Cliff Stearns (R-Fla),17000,0,17000,Solidly Republican/Conservative,2008
Individuals Dedicated to Ethics & Science,Diana DeGette (D-Colo),17000,17000,0,Solidly Democrat/Liberal,2008
JJJ PAC,Betty Sue Sutton (D-Ohio),17000,17000,0,Solidly Democrat/Liberal,2008
South Dakota First PAC,Tim Johnson (D-SD),17000,17000,0,Solidly Democrat/Liberal,2008
Porkbuster PAC,Jeff Flake (R-Ariz),16267,0,16267,Solidly Republican/Conservative,2008
Independent Action,Tom Harkin (D-Iowa),16250,16250,0,Solidly Democrat/Liberal,2008
Wyoming Values PAC,John A. Barrasso (R-Wyo),16100,0,16100,Solidly Republican/Conservative,2008
Reenergizing Our Nation PAC,Ron Klein (D-Fla),16000,16000,0,Solidly Democrat/Liberal,2008
Trans PAC,Steve LaTourette (R-Ohio),15895,0,15895,Solidly Republican/Conservative,2008
Florida Delivers Leadership PAC,Corrine Brown (D-Fla),15079,15079,0,Solidly Democrat/Liberal,2008
ROSKAM PAC,Peter Roskam (R-Ill),15000,0,15000,Solidly Republican/Conservative,2008
Spud PAC,ex-Rep. John Salazar (D-CO),14000,14000,0,Solidly Democrat/Liberal,2008
Building Our Bases (BOBS) PAC,ex-Rep. Robert L Livingston (R-La),15000,0,15000,Solidly Republican/Conservative,2008
Committee for Common Sense in Government,Bud Cramer (D-Ala),14000,14000,0,Solidly Democrat/Liberal,2008
Victory PAC,C. W. Bill Young (R-Fla),14000,0,14000,Solidly Republican/Conservative,2008
Carolina Majority PAC,Joe Wilson (R-SC),14000,0,14000,Solidly Republican/Conservative,2008
Best PAC,Silvestre Reyes (D-Texas),13900,13900,0,Solidly Democrat/Liberal,2008
Freedom Security Prosperity PAC,Connie Mack (R-Fla),13514,0,13514,Solidly Republican/Conservative,2008
Rural America Policy Cmte,Stephanie Herseth Sandlin (D-SD),13500,13500,0,Solidly Democrat/Liberal,2008
Heart PAC,Todd Tiahrt (R-Kan),13500,0,13500,Solidly Republican/Conservative,2008
Friends of Bob Livingston PAC,ex-Rep. Robert L Livingston (R-La),13411,0,13411,Solidly Republican/Conservative,2008
