pac_name,affiliate,total,dem,repub,lean,year
Committee for Leadership & Progress,Nita M. Lowey (D-NY),45000,45000,0,Solidly Democrat/Liberal,2006
Mass PAC,Michael E Capuano (D-Mass),45000,45000,0,Solidly Democrat/Liberal,2006
CAP PAC,Carolyn McCarthy (D-NY),44600,44600,0,Solidly Democrat/Liberal,2006
Stem Cell Action Fund,Diana DeGette (D-Colo),44000,44000,0,Solidly Democrat/Liberal,2006
Keystone Fund,Mike Doyle (D-Pa),44000,44000,0,Solidly Democrat/Liberal,2006
Virginia Leadership PAC,Jim Moran (D-VA),44000,44000,0,Solidly Democrat/Liberal,2006
Leadership Empowerment & Development PAC,Charlie A. Gonzalez (D-Texas),44000,44000,0,Solidly Democrat/Liberal,2006
TEAM PAC,J D Hayworth (R-Ariz),44000,0,44000,Solidly Republican/Conservative,2006
Southern California Fund,Brad Sherman (D-Calif),43570,43570,0,Solidly Democrat/Liberal,2006
CANDICE PAC,Candice S Miller (R-MI),43100,0,43100,Solidly Republican/Conservative,2006
Eureka PAC,Ken Calvert (R-Calif),43000,0,43000,Solidly Republican/Conservative,2006
Building Our Bases (BOBS) PAC,ex-Rep. Robert L Livingston (R-La),42057,0,42057,Solidly Republican/Conservative,2006
ZackPAC,Robert Wexler (D-Fla),41450,41450,0,Solidly Democrat/Liberal,2006
DOC PAC,Phil Gingrey (R-Ga),41000,0,41000,Solidly Republican/Conservative,2006
People Helping People,Maxine Waters (D-Calif),40400,40400,0,Solidly Democrat/Liberal,2006
Shore PAC,Frank Pallone Jr (D-NJ),40000,40000,0,Solidly Democrat/Liberal,2006
BARTLETT PAC,Roscoe G Bartlett (R-Md),40000,0,40000,Solidly Republican/Conservative,2006
Aloha PAC,Neil Abercrombie (D-Hawaii),37000,37000,0,Solidly Democrat/Liberal,2006
Defending America's Future PAC,Steve Israel (D-NY),37300,37300,0,Solidly Democrat/Liberal,2006
Hudson Valley Victory Fund,Sue Kelly (R-NY),36500,0,36500,Solidly Republican/Conservative,2006
Moderate Victory Fund,Dennis Cardoza (D-Calif),34732,34732,0,Solidly Democrat/Liberal,2006
TACPAC,Tom Coburn (R-Okla),34450,0,34450,Solidly Republican/Conservative,2006
House Majority Fund,John Lewis (D-Ga),33000,33000,0,Solidly Democrat/Liberal,2006
Bob Barr Leadership Fund,ex-Rep. Bob Barr (R-Ga),29500,0,29500,Solidly Republican/Conservative,2006
NODAK PAC,Earl Pomeroy (D-ND),32500,32500,0,Solidly Democrat/Liberal,2006
Peace Through Strength PAC,Duncan Hunter (R-Calif),32500,0,32500,Solidly Republican/Conservative,2006
New Apollo Energy,Jay Inslee (D-Wash),32261,32261,0,Solidly Democrat/Liberal,2006
Serving America's Citizens PAC,Dan Lungren (R-Calif),31200,0,31200,Solidly Republican/Conservative,2006
Renew America PAC,ex-Sen. Alfonse M D'Amato (R-NY),31000,7000,24000,Leans Republican/Conservative,2006
Secure America's Majority PAC,Sam Johnson (R-Texas),30999,0,30999,Solidly Republican/Conservative,2006
"Jobs, Economy & Budget Fund",Jeb Hensarling (R-Texas),30500,0,30500,Solidly Republican/Conservative,2006
Victory PAC,C. W. Bill Young (R-Fla),29000,0,29000,Solidly Republican/Conservative,2006
Smile PAC,Charles W. Norwood (R-Ga),28100,0,28100,Solidly Republican/Conservative,2006
Advance the Majority PAC,Jeff Miller (R-Fla),27500,0,27500,Solidly Republican/Conservative,2006
Vision for Tomorrow Fund,John Linder (R-Ga),26000,0,26000,Solidly Republican/Conservative,2006
Responsibility/Opportunity/Community PAC,Joe Lieberman (I-Conn),21000,21000,0,Leans Democrat/Liberal,2006
OCPAC,John Campbell (R-Calif),26000,0,26000,Solidly Republican/Conservative,2006
Jean A Carnahan PAC,ex-Sen. Jean Carnahan (D-Mo),25500,25500,0,Solidly Democrat/Liberal,2006
Ocean State PAC,Jim Langevin (D-RI),25500,25500,0,Solidly Democrat/Liberal,2006
CONA PAC,Mike Conaway (R-Texas),24000,0,24000,Solidly Republican/Conservative,2006
Robin PAC,Robin Hayes (R-NC),24000,0,24000,Solidly Republican/Conservative,2006
Friends of Bob Livingston PAC,ex-Rep. Robert L Livingston (R-La),23674,0,23674,Solidly Republican/Conservative,2006
Fund for a Responsible Future,ex-Rep. Thomas J Bliley Jr (R-Va),23500,1000,22500,Solidly Republican/Conservative,2006
United for A Strong America,Adam Schiff (D-Calif),23000,23000,0,Solidly Democrat/Liberal,2006
One Voice,Barbara Lee (D-Calif),22300,22300,0,Solidly Democrat/Liberal,2006
First Freedoms Fund,Ernest J. Istook (R-Okla),22000,0,22000,Solidly Republican/Conservative,2006
Velazquez Victory Fund,Nydia M. Velazquez (D-NY),22000,22000,0,Solidly Democrat/Liberal,2006
Arkansas for Leadership,John Boozman (R-Ark),22000,0,22000,Solidly Republican/Conservative,2006
Right Track PAC,Marion Berry (D-Ark),22000,22000,0,Solidly Democrat/Liberal,2006
Bill PAC (Shuster),Bill Shuster (R-Pa),21500,0,21500,Solidly Republican/Conservative,2006
Fred D Thompson PAC,ex-Sen. Fred Thompson (R-Tenn),19200,0,19200,Solidly Republican/Conservative,2006
Dam PAC,Jon Porter (R-Nev),21000,0,21000,Solidly Republican/Conservative,2006
CORPAC,Jon S Corzine (D-NJ),20172,20172,0,Solidly Democrat/Liberal,2006
United in Freedom,John E Sweeney (R-NY),20000,0,20000,Solidly Republican/Conservative,2006
Democrats Reshaping America,Linda Sanchez (D-Calif),19500,19500,0,Solidly Democrat/Liberal,2006
Majority Cmte PAC,State Rep. Kevin McCarthy (R-Calif),19000,0,19000,Solidly Republican/Conservative,2006
Patriot Fund,Rick Renzi (R-Ariz),18500,0,18500,Solidly Republican/Conservative,2006
Motivating Energetic Leadership PAC,Melvin L. Watt (D-NC),18000,18000,0,Solidly Democrat/Liberal,2006
Leadership of Today & Tomorrow,Xavier Becerra (D-Calif),18000,18000,0,Solidly Democrat/Liberal,2006
Red Rooster Leadership PAC,Nathan Deal (R-Ga),18000,0,18000,Solidly Republican/Conservative,2006
Priority PAC,Mark Pryor (D-Ark),13711,13711,0,Leans Democrat/Liberal,2006
Zia PAC,Steve Pearce (R-NM),17500,0,17500,Solidly Republican/Conservative,2006
Pete's PAC,Pete V. Domenici (R-NM),17500,0,17500,Solidly Republican/Conservative,2006
Peak PAC,Mark Udall (D-Colo),17200,17200,0,Solidly Democrat/Liberal,2006
Committee for Common Sense in Government,Bud Cramer (D-Ala),17000,17000,0,Solidly Democrat/Liberal,2006
JOEPAC,Joe Pitts (R-Pa),16000,0,16000,Solidly Republican/Conservative,2006
Palmetto PAC,John M Spratt Jr (D-SC),16000,16000,0,Solidly Democrat/Liberal,2006
Florida Republican Leadership PAC,ex-Rep. Mark Foley (R-Fla),15500,0,15500,Solidly Republican/Conservative,2006
WesPAC,Wesley Clark (D),15184,15184,0,Solidly Democrat/Liberal,2006
New Vision America Fund,Mike Honda (D-Calif),15000,15000,0,Solidly Democrat/Liberal,2006
Fund for All Americans,ex-Gov. Thomas Kean (R-NJ),15000,0,15000,Solidly Republican/Conservative,2006
3T PAC,Nick Rahall (D-WVa),15000,15000,0,Solidly Democrat/Liberal,2006
DENT PAC,Charlie Dent (R-Pa),14300,0,14300,Solidly Republican/Conservative,2006
Badger PAC,Ron Kind (D-Wis),14000,14000,0,Solidly Democrat/Liberal,2006
Helping Advance the Republican Team PAC,Melissa Hart (R-Pa),13250,0,13250,Solidly Republican/Conservative,2006
Mary's PAC,Mary Bono (R-Calif),13000,0,13000,Solidly Republican/Conservative,2006
Denali PAC,Lisa Murkowski (R-Alaska),12000,0,12000,Solidly Republican/Conservative,2006
Congressional Leadership Fund (Cox),Christopher Cox (R-Calif),10000,0,10000,Solidly Republican/Conservative,2006
Dooley for the Valley,ex-Rep. Cal Dooley (D-Calif),10000,10000,0,Solidly Democrat/Liberal,2006
Bart's Bridge PAC,Bart Stupak (D-Mich),10000,10000,0,Solidly Democrat/Liberal,2006
Truedem Leadership Fund,Marcy Kaptur (D-Ohio),10000,10000,0,Solidly Democrat/Liberal,2006
Lone Star Leadership PAC,Michael Burgess (R-Texas),10000,0,10000,Solidly Republican/Conservative,2006
Fund for a Free Market America,ex-Rep. Phil Crane (R-Ill),9462,0,9462,Solidly Republican/Conservative,2006
Committee for a United Republican Team,Curt Weldon (R-Pa),9000,0,9000,Solidly Republican/Conservative,2006
The Titans Fund,Harold E Ford Jr (D-Tenn),9000,9000,0,Solidly Democrat/Liberal,2006
Forward PAC,Katherine Harris (R-Fla),9000,0,9000,Solidly Republican/Conservative,2006
SAC PAC,ex-Rep. Robert T. Matsui (D-Calif),8550,8550,0,Solidly Democrat/Liberal,2006
